,make,model,price,total_weight,motor_nominal_output,estimated_min_range,estimated_max_range,battery_watt_hours,url
0,Specialized,TurboVadoSL4.0EQ,3500.0,36.9,240.0,35.0,75.0,331.2,https://electricbikereview.com/specialized/turbo-vado-sl-4-0-eq/
1,iGOElectric,CoreExtreme2.0,1999.0,71.5,500.0,30.0,50.0,624.0,https://electricbikereview.com/igo-electric/core-extreme-2-0/
2,Aventon,Level,1599.0,58.6,500.0,30.0,57.0,672.0,https://electricbikereview.com/aventon/level/
3,Riese&amp;Müller,DeliteGTRohloff,8759.0,62.8,250.0,35.0,80.0,482.4,https://electricbikereview.com/riese-muller/delite-gt-rohloff/
4,SONDORS,FoldXS,1699.0,68.9,750.0,30.0,50.0,672.0,https://electricbikereview.com/sondors/fold-xs/
5,Synergy,Kahuna,1899.0,65.1,750.0,25.0,45.0,672.0,https://electricbikereview.com/synergy/kahuna/
6,KONA,DEW-E,2999.0,43.0,250.0,40.0,90.0,396.0,https://electricbikereview.com/kona/dew-e/
7,CUBE,TownSportHybridOne400,2599.0,53.9,250.0,40.0,90.0,396.0,https://electricbikereview.com/cube/town-sport-hybrid-one-400/
8,Aventon,Sinch,1499.0,67.6,500.0,30.0,71.0,672.0,https://electricbikereview.com/aventon/sinch/
9,SONDORS,SmartStep,999.0,55.6,350.0,20.0,30.0,374.4,https://electricbikereview.com/sondors/smart-step/
10,Gazelle,UltimateT10+HMB,3999.0,57.3,250.0,30.0,120.0,482.4,https://electricbikereview.com/gazelle/ultimate-t10-plus-hmb/
11,Electra,TowniePathGo!10DEQ,3699.0,55.9,250.0,45.0,90.0,482.4,https://electricbikereview.com/electra/townie-path-go-10d-eq/
12,Electra,ValeGo!9DEQ,3299.0,53.7,250.0,45.0,105.0,482.4,https://electricbikereview.com/electra/vale-go-9d-eq/
13,Trek,Allant+7,3599.0,47.4,250.0,30.0,120.0,482.4,https://electricbikereview.com/trek/allant-plus-7/
14,RIZEBikes,Blade,1699.0,68.5,750.0,30.0,70.0,768.0,https://electricbikereview.com/rize-bikes/blade-minibike/
15,AddMotoR,MOTANM-66R7,1799.0,74.0,750.0,30.0,55.0,556.8,https://electricbikereview.com/addmotor/motan-m-66-r7/
16,Specialized,TurboCreoSLExpert,9000.0,28.8,240.0,35.0,75.0,331.2,https://electricbikereview.com/specialized/turbo-creo-sl-expert/
17,DŌST,DROP,2799.0,64.9,750.0,30.0,120.0,672.0,https://electricbikereview.com/dost/drop/
18,DŌST,KOPE,2799.0,65.2,750.0,30.0,120.0,672.0,https://electricbikereview.com/dost/kope/
19,RadPowerBikes,RadCityStep-Thru3,1499.0,65.2,750.0,30.0,50.0,672.0,https://electricbikereview.com/rad-power-bikes/radcity-step-thru/
20,Magnum,Payload,2499.0,80.5,500.0,25.0,75.0,624.0,https://electricbikereview.com/magnum/payload/
21,Surface604,BoarHunter,2499.0,67.0,500.0,25.0,45.0,499.2,https://electricbikereview.com/surface-604/boar-hunter/
22,RadPowerBikes,RadMiniStep-Thru2,1499.0,69.0,750.0,25.0,45.0,672.0,https://electricbikereview.com/rad-power-bikes/radmini-step-thru/
23,Specialized,TurboLevoSLExpertCarbon,9025.0,38.8,240.0,30.0,70.0,331.2,https://electricbikereview.com/specialized/turbo-levo-sl-expert-carbon/
24,FuroSystems,eTura,1789.0,28.25,250.0,10.0,31.0,313.0,https://electricbikereview.com/furo-systems/etura/
25,RadPowerBikes,RadRover5,1499.0,69.6,750.0,25.0,45.0,672.0,https://electricbikereview.com/rad-power-bikes/radrover/
26,Magnum,Classic48,2049.0,61.3,500.0,25.0,55.0,624.0,https://electricbikereview.com/magnum/premium-ii/
27,RadPowerBikes,RadCity4,1499.0,63.6,750.0,30.0,50.0,672.0,https://electricbikereview.com/rad-power-bikes/radcity/
28,RadPowerBikes,RadRoverStep-Thru1,1499.0,71.4,750.0,25.0,45.0,672.0,https://electricbikereview.com/rad-power-bikes/radrover-step-thru/
29,RadPowerBikes,RadRhinoStep-Thru1,1699.0,71.4,250.0,30.0,50.0,672.0,https://electricbikereview.com/rad-power-bikes/radrhino-step-thru-250w/
30,RadPowerBikes,RadMini4,1499.0,68.3,750.0,25.0,45.0,672.0,https://electricbikereview.com/rad-power-bikes/radmini/
31,RadPowerBikes,RadMini4(EUVersion),1699.0,68.3,250.0,30.0,50.0,672.0,https://electricbikereview.com/rad-power-bikes/radmini-eu-version/
32,Specialized,TurboCreoSLCompCarbonEVO,6500.0,31.6,240.0,35.0,75.0,331.2,https://electricbikereview.com/specialized/turbo-creo-sl-comp-carbon-evo/
33,Trek,Verve+2,2499.0,52.2,250.0,38.0,88.0,396.0,https://electricbikereview.com/trek/verve-plus-2/
34,OHM,Cruise,2899.0,49.7,250.0,60.0,120.0,508.2,https://electricbikereview.com/ohm/cruise/
35,Specialized,TurboS-WorksLevoSL,13525.0,38.0,240.0,30.0,70.0,331.2,https://electricbikereview.com/specialized/turbo-s-works-levo-sl/
36,Electra,TownieGo!7D,1499.0,49.3,250.0,20.0,40.0,309.6,https://electricbikereview.com/electra/townie-go-7d/
37,Qualisports,Beluga,1399.0,64.0,500.0,25.0,45.0,504.0,https://electricbikereview.com/qualisports/beluga/
38,Eahora,SnowX6,1290.0,50.6,350.0,30.0,75.0,624.0,https://electricbikereview.com/eahora/snow-x6/
39,BPMImports,F-15RZ,1595.0,69.2,750.0,30.0,100.0,1008.0,https://electricbikereview.com/bpm-imports/f-15z/
40,Magnum,Ranger,2499.0,74.2,750.0,25.0,75.0,624.0,https://electricbikereview.com/magnum/ranger/
41,Himiway,Cruiser,1499.0,71.5,750.0,30.0,60.0,840.0,https://electricbikereview.com/himiway/cruiser-ebike/
42,Ride1Up,700Series,1449.0,62.2,500.0,30.0,60.0,672.0,https://electricbikereview.com/ride1up/700-series/
43,Ride1Up,500Series,1099.0,55.7,500.0,25.0,50.0,499.2,https://electricbikereview.com/ride1up/500-series/
44,LectriceBikes,LectricXP,999.0,62.2,500.0,25.0,50.0,499.2,https://electricbikereview.com/lectric-ebikes/lectric-xp/
45,Gazelle,UltimateT10HMB,3799.0,57.3,250.0,30.0,70.0,482.4,https://electricbikereview.com/gazelle/ultimate-t10-hmb/
46,AddMotoR,HITHOTH1Platinum,1999.0,60.3,500.0,30.0,50.0,556.0,https://electricbikereview.com/addmotor/hithot-h1-platinum/
47,Velec,CITI,2099.0,42.8,350.0,15.0,105.0,252.0,https://electricbikereview.com/velec/citi/
48,Gocycle,GX,3299.0,40.4,500.0,20.0,50.0,292.14,https://electricbikereview.com/gocycle/gx/
49,BULLS,COPPERHEADEVOAM3,5899.0,56.5,250.0,40.0,100.0,626.4,https://electricbikereview.com/bulls/copperhead-evo-am-3/
50,Nakto,Classic,749.0,58.7,250.0,10.0,25.0,374.4,https://electricbikereview.com/nakto/classic-ebike/
51,OHM,Quest,3399.0,52.9,250.0,60.0,120.0,508.2,https://electricbikereview.com/ohm/quest/
52,SoulFastEBikes,SonicStomperSS,4895.0,72.0,1000.0,30.0,60.0,696.0,https://electricbikereview.com/soul-fast-e-bikes/sonic-stomper-ss/
53,OHM,Discover,2899.0,49.4,250.0,60.0,120.0,508.2,https://electricbikereview.com/ohm/discover/
54,CUBE,EllyCruiseHybrid400,2999.0,54.4,250.0,30.0,60.0,396.0,https://electricbikereview.com/cube/elly-cruise-hybrid-400/
55,BULLS,E-STREAMEVOAM427.5+,6299.0,56.5,250.0,40.0,100.0,750.0,https://electricbikereview.com/bulls/e-stream-evo-am-4-27-5-plus/
56,BPMImports,F-35X,1695.0,72.75,750.0,20.0,40.0,672.0,https://electricbikereview.com/bpm-imports/f-35x/
57,e-Joe,EpikCarbon,1399.0,58.8,500.0,25.0,55.0,504.0,https://electricbikereview.com/e-joe/epik-carbon/
58,Surface604,Colt,1999.0,57.2,500.0,25.0,60.0,499.2,https://electricbikereview.com/surface-604/colt/
59,Espin,Reine,1799.0,54.9,500.0,30.0,50.0,672.0,https://electricbikereview.com/espin/sport/
60,Espin,Reine,1799.0,54.9,500.0,30.0,50.0,672.0,https://electricbikereview.com/espin/sport/
61,FLX,BabyMaker,1999.0,33.2,250.0,10.0,35.0,252.0,https://electricbikereview.com/flx/baby-maker/
62,BULLS,URBANEVO10,4699.0,54.6,350.0,40.0,100.0,626.4,https://electricbikereview.com/bulls/urban-evo-10/
63,Surface604,Shred,2090.0,57.3,500.0,20.0,45.0,499.2,https://electricbikereview.com/surface-604/shred/
64,Espin,Reine,2000.0,52.9,250.0,40.0,80.0,522.0,https://electricbikereview.com/espin/reine/
65,BULLS,WILDFLOWEVORS,5999.0,42.2,250.0,20.0,50.0,252.0,https://electricbikereview.com/bulls/wild-flow-evo-rs/
66,UrbanDrivestyle,UNIMoke,2990.0,80.0,500.0,18.0,40.0,696.0,https://electricbikereview.com/urban-drivestyle/uni-moke-classic/
67,EG,Kyoto350,1499.0,52.8,350.0,25.0,50.0,624.0,https://electricbikereview.com/eg/kyoto-350/
68,PEGASUS,PREMIOSPEED,3599.0,54.9,250.0,30.0,80.0,482.4,https://electricbikereview.com/pegasus/premio-speed/
69,Magnum,Classic48,1599.0,57.1,500.0,25.0,55.0,624.0,https://electricbikereview.com/magnum/classic-48/
70,Surface604,Rook,1999.0,56.8,500.0,25.0,60.0,499.2,https://electricbikereview.com/surface-604/rook/
71,Pedego,Conveyor,4995.0,55.4,250.0,25.0,45.0,468.0,https://electricbikereview.com/pedego/conveyor/
72,Magnum,Mi6,1699.0,56.0,500.0,25.0,55.0,624.0,https://electricbikereview.com/magnum/mi6/
73,Giant,ExploreE+4GTS,2500.0,49.0,250.0,25.0,55.0,406.8,https://electricbikereview.com/giant/explore-e-plus-4-gts/
74,Haibike,XDUROALLMTN2.0,4699.0,51.7,250.0,40.0,120.0,489.6,https://electricbikereview.com/haibike/xduro-allmtn-2-0/
75,BULLS,ALPINEHAWKEVO,5799.0,33.1,250.0,20.0,50.0,252.0,https://electricbikereview.com/bulls/alpine-hawk-evo/
76,Nakto,SuperCruiser,1299.0,72.0,500.0,18.0,35.0,576.0,https://electricbikereview.com/nakto/super-cruiser/
77,MODBIKES,Black,3490.0,59.8,350.0,30.0,70.0,556.8,https://electricbikereview.com/mod-bikes/black/
78,BULLS,DESERTFALCONEVO,6299.0,41.5,250.0,30.0,80.0,482.4,https://electricbikereview.com/bulls/desert-falcon-evo/
79,Rattan,FatBearPlus,1499.0,59.2,500.0,40.0,60.0,499.0,https://electricbikereview.com/rattan/fat-bear-plus/
80,PEGASUS,PREMIOCROSS,2799.0,52.5,250.0,37.0,118.0,482.4,https://electricbikereview.com/pegasus/premio-cross/
81,Propella,3.07-Speed,1299.0,38.3,250.0,15.0,35.0,252.0,https://electricbikereview.com/propella/3-0-7-speed/
82,M2S,AllTerrainM600FS,3499.0,59.5,500.0,40.0,60.0,672.0,https://electricbikereview.com/m2s-bikes/all-terrain-m600-fs/
83,Magnum,Ui6,1699.0,60.1,500.0,25.0,55.0,624.0,https://electricbikereview.com/magnum/ui6/
84,Revolve,60+Miles,1950.0,85.5,500.0,60.0,80.0,1680.0,https://electricbikereview.com/revolve/60-plus-miles/
85,Nakto,Camel,649.0,60.0,250.0,10.0,25.0,374.4,https://electricbikereview.com/nakto/camel/
86,M2S,AllTerrainScout,1399.0,65.12,500.0,15.0,34.0,500.0,https://electricbikereview.com/m2s-bikes/all-terrain-scout/
87,Giant,TranceE+1Pro,5565.0,54.6,250.0,30.0,60.0,496.8,https://electricbikereview.com/giant/trance-e-plus-1-pro/
88,GoPower,Express2019,1250.0,60.2,500.0,20.0,35.0,480.0,https://electricbikereview.com/go-power/go-express/
89,Magnum,LowRider,2249.0,59.9,500.0,25.0,55.0,624.0,https://electricbikereview.com/magnum/low-rider/
90,Qualisports,Dolphin,1299.0,47.7,350.0,20.0,60.0,504.0,https://electricbikereview.com/qualisports/dolphin/
91,E-Lux,MalibuGT,2995.0,67.2,750.0,45.0,70.0,1008.0,https://electricbikereview.com/e-lux/malibu-gt/
92,Raleigh,Retroglide2.0iE,1999.0,47.7,250.0,30.0,60.0,396.0,https://electricbikereview.com/raleigh/retroglide-2-0-ie/
93,NCM,Aspen,1699.0,59.3,500.0,30.0,65.0,624.0,https://electricbikereview.com/ncm/aspen/
94,AddMotoR,MOTANM-330P7,2799.0,74.1,750.0,30.0,55.0,696.0,https://electricbikereview.com/addmotor/motan-m-330-p7/
95,Magnum,Ui6+,1699.0,58.9,500.0,25.0,55.0,624.0,https://electricbikereview.com/magnum/ui6-plus/
96,EUNORAU,NEW-TRIKE,2299.0,80.5,500.0,10.0,25.0,500.0,https://electricbikereview.com/eunorau/new-trike/
97,Giant,LaFreeE+2,2000.0,51.9,250.0,30.0,65.0,409.0,https://electricbikereview.com/giant/lafree-e-plus-2/
98,Xtracycle,RFA,4497.0,64.0,250.0,30.0,160.0,482.4,https://electricbikereview.com/xtracycle/rfa/
99,BatchBicycles,E-Commuter,1999.0,47.0,250.0,30.0,80.0,400.0,https://electricbikereview.com/batch-bicycles/e-commuter/
100,EUNORAU,E-FAT-MN,1199.0,63.6,500.0,20.0,35.0,500.0,https://electricbikereview.com/eunorau/e-fat-mn/
101,e-Joe,EpikSwan350,1499.0,56.9,350.0,25.0,50.0,504.0,https://electricbikereview.com/e-joe/swan-350/
102,Tower,BeachBum,1695.0,51.5,500.0,25.0,60.0,672.0,https://electricbikereview.com/tower/beach-bum/
103,LivCycles,IntrigueE+1Pro,4830.0,53.2,250.0,30.0,60.0,496.8,https://electricbikereview.com/liv/intrigue-plus-1-pro/
104,Ancheer,PowerPlusElectricMountainBike,799.0,47.5,250.0,8.0,18.0,288.0,https://electricbikereview.com/ancheer/power-plus-electric-mountain-bike/
105,JupiterBike,Discovery,1295.0,42.0,250.0,8.0,30.0,187.0,https://electricbikereview.com/jupiterbike/discovery/
106,MODBIKES,City+,1990.0,58.8,350.0,25.0,45.0,576.0,https://electricbikereview.com/mod-bikes/city-plus/
107,Raleigh,Venture2.0iE,2599.0,48.1,250.0,37.0,118.0,482.4,https://electricbikereview.com/raleigh/venture-2-0-ie/
108,RadPowerBikes,RadRunner,1199.0,64.0,750.0,25.0,45.0,672.0,https://electricbikereview.com/rad-power-bikes/radrunner/
109,Haibike,SDUROFULLSEVENLT9.0,5599.0,56.0,250.0,30.0,60.0,482.4,https://electricbikereview.com/haibike/sduro-fullseven-lt-9-0/
110,EVELO,AuroraHub-Drive,2199.0,65.2,750.0,25.0,40.0,500.0,https://electricbikereview.com/evelo/aurora-hub-drive/
111,RadPowerBikes,RadBurro,5799.0,227.0,750.0,40.0,80.0,2520.0,https://electricbikereview.com/rad-power-bikes/radburro/
112,Amego,InfiniteStep-Thru,1999.0,58.7,500.0,30.0,65.0,624.0,https://electricbikereview.com/amego/infinite-step-thru/
113,MODBIKES,Easy,3290.0,69.8,500.0,25.0,45.0,624.0,https://electricbikereview.com/mod-bikes/easy-cruiser/
114,RadPowerBikes,RadRunner,1299.0,64.0,250.0,30.0,50.0,672.0,https://electricbikereview.com/rad-power-bikes/radrunner-eu-version/
115,SparkBikes,Blade,1699.0,65.9,500.0,30.0,60.0,816.0,https://electricbikereview.com/spark-bikes/blade-ebike/
116,Blix,Sol,1499.0,64.5,500.0,19.0,40.0,672.0,https://electricbikereview.com/blix/sol/
117,ElectricBikeCompany,ModelX,1499.0,53.0,500.0,28.0,70.0,556.8,https://electricbikereview.com/electric-bike-company/model-x/
118,BUZZ,BUZZ,1499.0,57.3,350.0,13.0,30.0,374.0,https://electricbikereview.com/buzz/buzz/
119,EVELO,AriesMid-Drive,3499.0,62.2,750.0,25.0,40.0,500.0,https://electricbikereview.com/evelo/aries-mid-drive/
120,Blix,Aveny,1599.0,54.0,500.0,19.0,40.0,672.0,https://electricbikereview.com/blix/aveny/
121,EVELO,AriesHub-Drive,2499.0,62.2,750.0,25.0,40.0,500.0,https://electricbikereview.com/evelo/aries-hub-drive/
122,EG,Geneva500EX,2599.0,65.0,500.0,30.0,60.0,672.0,https://electricbikereview.com/eg/geneva-500mx/
123,EMOJO,Panther,2199.0,66.7,500.0,25.0,45.0,499.2,https://electricbikereview.com/emojo/panther/
124,MODBIKES,Berlin,2590.0,54.0,350.0,25.0,60.0,417.6,https://electricbikereview.com/mod-bikes/berlin/
125,Motiv,Sherpa,2499.0,70.2,500.0,35.0,60.0,768.0,https://electricbikereview.com/motiv/sherpa/
126,VintageElectric,Roadster,6995.0,85.5,750.0,30.0,75.0,1128.0,https://electricbikereview.com/vintage-electric/roadster-ebike/
127,Blix,Vika+,1599.0,54.8,500.0,19.0,40.0,672.0,https://electricbikereview.com/blix/vika-plus/
128,Raleigh,MisceoiE,1799.0,55.1,250.0,15.0,50.0,417.6,https://electricbikereview.com/raleigh/misceo-ie/
129,BULLS,E-COREEVOAMDi227.5+,6899.0,57.4,250.0,40.0,90.0,748.8,https://electricbikereview.com/bulls/e-core-evo-am-di2-27-5-plus/
130,BULLS,E-COREEVOAMDi227.5+,6899.0,57.4,250.0,40.0,90.0,748.8,https://electricbikereview.com/bulls/e-core-evo-am-di2-27-5-plus/
131,ElectricBikeTechnologies,ElectricFoldingBike,2600.0,54.8,350.0,12.0,25.0,336.0,https://electricbikereview.com/electric-bike-technologies/electric-folding-bike/
132,Raleigh,TokuliE,2999.0,50.2,350.0,30.0,65.0,396.0,https://electricbikereview.com/raleigh/tokul-ie/
133,ElectricBikeCompany,ModelY,1499.0,57.7,500.0,25.0,50.0,504.0,https://electricbikereview.com/electric-bike-company/model-y/
134,Wildsyde,TheBeast,1995.0,62.0,500.0,24.0,40.0,468.0,https://electricbikereview.com/wildsyde/the-beast/
135,EnzoeBikes,FoldingElectricBike,1850.0,49.5,350.0,20.0,40.0,374.4,https://electricbikereview.com/enzo-ebikes/folding-electric-bike/
136,Haibike,XDURONDURO3.0,5299.0,56.3,250.0,30.0,60.0,482.4,https://electricbikereview.com/haibike/xduro-nduro-3-0/
137,EG,Athens350,1299.0,53.2,350.0,20.0,40.0,360.0,https://electricbikereview.com/eg/athens-350/
138,Haibike,SDUROTrekkingS9.0,4699.0,59.3,350.0,30.0,110.0,482.4,https://electricbikereview.com/haibike/sduro-trekking-s-9-0/
139,Qualisports,Nemo,899.0,34.8,250.0,10.0,30.0,252.0,https://electricbikereview.com/qualisports/nemo/
140,SparkBikes,SparkRX,2399.0,61.0,500.0,30.0,80.0,816.0,https://electricbikereview.com/spark-bikes/spark-rx/
141,ElectricBikeTechnolgies,ElectricCruiserBike,2600.0,59.4,500.0,25.0,50.0,672.0,https://electricbikereview.com/electric-bike-technologies/electric-cruiser-bike/
142,EMOJO,CaddyTrike,2799.0,90.1,500.0,30.0,65.0,720.0,https://electricbikereview.com/emojo/caddy-trike/
143,ElectricBikeCompany,ModelC,1999.0,56.8,500.0,25.0,50.0,556.8,https://electricbikereview.com/electric-bike-company/model-c/
144,E-Lux,MalibuSport,2295.0,60.8,500.0,30.0,55.0,672.0,https://electricbikereview.com/e-lux/malibu-sport/
145,Riese&amp;Müller,ChargerGHVario,5817.0,63.1,350.0,30.0,160.0,482.4,https://electricbikereview.com/riese-muller/charger-gh-vario/
146,RamboBikes,750XPCarbon,3999.0,68.0,750.0,15.0,556.0,500.0,https://electricbikereview.com/rambo-bikes/750xp/
147,Biktrix,Stunner-X,1999.0,72.0,750.0,12.0,30.0,576.0,https://electricbikereview.com/biktrix/stunner-x/
148,ElectricBikeTechnologies,ElectricEZ-3HD,2968.0,99.0,500.0,10.0,20.0,480.0,https://electricbikereview.com/electric-bike-technologies/electric-ez-3-hd/
149,NCM,MoscowPlus,1899.0,56.1,500.0,40.0,95.0,768.0,https://electricbikereview.com/ncm/moscow-plus/
150,ElectricBikeTechnologies,ElectricCityBike,2800.0,59.8,350.0,25.0,50.0,672.0,https://electricbikereview.com/electric-bike-technologies/2019-electric-city-bike/
151,Amego,Infinite,1999.0,58.4,500.0,30.0,65.0,624.0,https://electricbikereview.com/amego/infinite/
152,RamboBikes,75026-Inch,2699.0,63.8,750.0,15.0,40.0,500.0,https://electricbikereview.com/rambo-bikes/750-26/
153,SparkBikes,SparkMini,1599.0,63.4,500.0,30.0,60.0,816.0,https://electricbikereview.com/spark-bikes/spark-mini/
154,ElectricBikeTechnologies,ElectricSunTraditionalTricycle,1683.0,79.0,500.0,12.0,26.0,360.0,https://electricbikereview.com/electric-bike-technologies/electric-sun-traditional-tricycle/
155,CIVIBIKES,Runabout,1499.0,59.0,500.0,15.0,30.0,696.0,https://electricbikereview.com/civi-bikes/runabout/
156,ElectricBikeTechnologies,ElectricEcoDeltaTrike,2108.0,72.0,500.0,15.0,35.0,360.0,https://electricbikereview.com/electric-bike-technologies/electric-eco-delta-trike/
157,VintageElectric,Scrambler,6995.0,85.5,750.0,30.0,75.0,1128.0,https://electricbikereview.com/vintage-electric/scrambler/
158,Biktrix,StunnerLT,1999.0,70.5,750.0,13.0,35.0,500.0,https://electricbikereview.com/biktrix/stunner-lt/
159,VintageElectric,Rally,4995.0,59.0,750.0,5.0,40.0,500.0,https://electricbikereview.com/vintage-electric/rally/
160,VintageElectric,Rally,4995.0,59.0,750.0,5.0,40.0,500.0,https://electricbikereview.com/vintage-electric/rally/
161,Biktrix,JuggernautClassicHD,2599.0,75.0,1000.0,9.0,32.0,576.0,https://electricbikereview.com/biktrix/juggernaut-classic-hd/
162,RockyMountain,InstinctPowerplay,5299.0,53.0,250.0,15.0,45.0,500.0,https://electricbikereview.com/rocky-mountain/instinct-powerplay/
163,Biktrix,KuttyLT,1899.0,61.6,750.0,15.0,35.0,556.8,https://electricbikereview.com/biktrix/kutty-lt/
164,LibertyTrike,ElectricTricycle,1498.0,80.0,500.0,15.0,35.0,288.0,https://electricbikereview.com/liberty-trike/electric-tricycle/
165,RamboBikes,R1000XPC,4699.0,69.3,1000.0,11.0,35.0,696.0,https://electricbikereview.com/rambo-bikes/1000xpc/
166,Aventon,Pace350,999.0,46.1,350.0,25.0,50.0,417.6,https://electricbikereview.com/aventon/pace-350/
167,Gepida,FastidaX10,3995.0,53.5,250.0,37.0,92.0,482.4,https://electricbikereview.com/gepida/fastida-xt-10/
168,RockyMountain,AltitudePowerplay,9199.0,51.7,250.0,15.0,45.0,500.0,https://electricbikereview.com/rocky-mountain/altitude-powerplay/
169,PivotCycles,Shuttle,9999.0,46.9,250.0,30.0,60.0,500.0,https://electricbikereview.com/pivot-cycles/shuttle/
170,Biktrix,Stunner,2199.0,64.0,750.0,12.0,30.0,576.0,https://electricbikereview.com/biktrix/stunner/
171,FLX,Trail,2699.0,44.5,500.0,20.0,50.0,500.0,https://electricbikereview.com/flx/trail/
172,Yuba,Supermarché,5999.0,78.0,350.0,30.0,60.0,482.4,https://electricbikereview.com/yuba/supermarche/
173,FLX,Roadster,1999.0,41.5,500.0,20.0,50.0,500.0,https://electricbikereview.com/flx/roadster/
174,Specialized,TurboVado5.0,5150.0,52.6,250.0,30.0,75.0,604.8,https://electricbikereview.com/specialized/turbo-vado-5-0/
175,Riese&amp;Müller,SuperchargerGXRohloffHS,8759.0,67.2,350.0,60.0,160.0,964.8,https://electricbikereview.com/riese-muller/supercharger-gx-rohloff-hs/
176,Specialized,TurboComo5.0,4150.0,51.5,250.0,30.0,75.0,604.8,https://electricbikereview.com/specialized/turbo-como-5-0/
177,BULLS,TWENTY9EVO1,3899.0,53.8,250.0,30.0,85.0,482.4,https://electricbikereview.com/bulls/twenty9-evo-1/
178,Biktrix,JuggernautUltraFS,3399.0,77.3,750.0,9.0,30.0,696.0,https://electricbikereview.com/biktrix/juggernaut-ultra-fs/
179,Gepida,THORISXT10,4495.0,66.0,350.0,15.0,55.0,482.4,https://electricbikereview.com/gepida/thoris-xt10/
180,VoltBike,Outback,1699.0,61.8,500.0,20.0,45.0,696.0,https://electricbikereview.com/voltbike/outback/
181,BULLS,TWENTY8E45,4599.0,59.9,350.0,30.0,80.0,482.4,https://electricbikereview.com/bulls/twenty8-e45/
182,Specialized,TurboComo4.0,3350.0,48.7,250.0,25.0,60.0,504.0,https://electricbikereview.com/specialized/turbo-como-4-0/
183,EUNORAU,MAX-CARGO,1599.0,72.0,750.0,13.0,32.0,500.0,https://electricbikereview.com/eunorau/max-cargo/
184,ArielRider,N-Class,1699.0,61.5,750.0,20.0,50.0,595.2,https://electricbikereview.com/ariel-rider/n-class/
185,VoltBike,Urban,1199.0,51.8,350.0,20.0,50.0,468.0,https://electricbikereview.com/voltbike/urban-folding/
186,Specialized,TurboKenevoExpert,7550.0,53.8,250.0,28.0,60.0,504.0,https://electricbikereview.com/specialized/turbo-kenevo-expert/
187,Specialized,TurboVado4.0,3550.0,52.9,250.0,25.0,60.0,504.0,https://electricbikereview.com/specialized/turbo-vado-4-0/
188,RadPowerBikes,RadWagon(EUVersion),1799.0,73.5,750.0,30.0,50.0,672.0,https://electricbikereview.com/rad-power-bikes/radwagon-eu-version/
189,BULLS,E-STREAMEVOAM427.5+,6299.0,55.1,250.0,40.0,100.0,750.0,https://electricbikereview.com/bulls/2019-e-stream-evo-am-4-27-5-plus/
190,VoltBike,Mariner,1599.0,69.8,500.0,30.0,65.0,696.0,https://electricbikereview.com/voltbike/mariner/
191,ArielRider,D-Class,1999.0,74.6,750.0,20.0,60.0,696.0,https://electricbikereview.com/ariel-rider/d-class/
192,BULLS,CROSSLITEEVO,4899.0,52.5,250.0,40.0,100.0,626.4,https://electricbikereview.com/bulls/crosslite-evo/
193,Haibike,XDUROALLMTN6.0,6699.0,56.2,350.0,30.0,60.0,482.4,https://electricbikereview.com/haibike/xduro-allmtn-6-0/
194,RadPowerBikes,RadRover,1799.0,72.2,750.0,25.0,45.0,672.0,https://electricbikereview.com/rad-power-bikes/radrhino-750w/
195,BULLS,E-STREAMEVOAM327.5+,5799.0,55.4,250.0,40.0,100.0,750.0,https://electricbikereview.com/bulls/bulls-e-stream-evo-am-3-27-5-plus/
196,Xtracycle,EdgerunnerSwoop,4497.0,62.0,250.0,30.0,160.0,482.4,https://electricbikereview.com/xtracycle/edgerunner-eswoop/
197,CaliforniaBicycleFactory,RetroR,2699.0,67.9,500.0,10.0,30.0,384.0,https://electricbikereview.com/california-bicycle-factory/retro-r/
198,Gazelle,CityZenT9HMB,2499.0,53.4,350.0,30.0,70.0,482.4,https://electricbikereview.com/gazelle/cityzen-t9-hmb/
199,Specialized,TurboComo3.0,2950.0,46.5,250.0,20.0,50.0,460.8,https://electricbikereview.com/specialized/turbo-como-3-0/
200,VoltBike,Enduro,1999.0,59.5,350.0,35.0,80.0,696.0,https://electricbikereview.com/voltbike/enduro/
201,BULLS,MONSTERES,4899.0,52.0,350.0,25.0,70.0,482.4,https://electricbikereview.com/bulls/monster-e-s/
202,BULLS,E-COREEVOENDi227.5+,8499.0,56.3,250.0,40.0,90.0,748.8,https://electricbikereview.com/bulls/e-core-evo-en-di2-27-5-plus/
203,Surly,BigEasy,5000.0,68.5,250.0,30.0,160.0,482.4,https://electricbikereview.com/surly/big-easy/
204,VoltBike,Elegant,1599.0,56.0,500.0,25.0,60.0,614.4,https://electricbikereview.com/voltbike/elegant/
205,Specialized,TurboLevoExpert,8250.0,47.8,250.0,30.0,80.0,700.0,https://electricbikereview.com/specialized/turbo-levo-expert/
206,Qualisports,Volador,1099.0,40.0,350.0,10.0,30.0,252.0,https://electricbikereview.com/qualisports/volador/
207,Blix,Sol,1599.0,72.0,500.0,25.0,75.0,504.0,https://electricbikereview.com/blix/packa/
208,EUNORAU,FAT-HD,2399.0,62.0,1000.0,10.0,45.0,748.8,https://electricbikereview.com/eunorau/fat-hd/
209,Tern,VektronQ9,3199.0,48.2,250.0,30.0,80.0,396.0,https://electricbikereview.com/tern/vektron-q9/
210,Yamaha,CrossCore,2399.0,44.6,250.0,30.0,80.0,489.6,https://electricbikereview.com/yamaha/cross-core/
