,make,model,price,total_weight,motor_nominal_output,estimated_min_range,estimated_max_range,battery_watt_hours,url
631,Specialized,TurboLevoFSRComp6Fattie,5500.0,50.0,250.0,25.0,55.0,460.0,https://electricbikereview.com/specialized/turbo-levo-fsr-comp-6fattie/
632,EasyMotion,"EvoSnow29""",3299.0,58.0,350.0,10.0,40.0,417.6,https://electricbikereview.com/easy-motion/evo-snow-29/
633,Haibike,SDUROFullNineRX,4499.0,49.5,250.0,25.0,60.0,396.0,https://electricbikereview.com/haibike/sduro-fullnine-rx/
634,Blix,Komfort+,1990.0,53.0,350.0,20.0,30.0,396.0,https://electricbikereview.com/blix/komfort-plus/
635,Blix,2016Vika+,1650.0,51.0,350.0,20.0,30.0,396.0,https://electricbikereview.com/blix/2016-vika-plus/
636,EVO,TobaHB1,1999.0,44.0,350.0,30.0,50.0,316.8,https://electricbikereview.com/evo/toba-hb1/
637,Felt,BRüHAUL,4999.0,53.5,350.0,20.0,65.0,396.0,https://electricbikereview.com/felt/bruhaul/
638,RadPowerBikes,2016RadMini,1499.0,61.0,750.0,20.0,40.0,556.8,https://electricbikereview.com/rad-power-bikes/2016-radmini/
639,ArielRider,N-Class,2899.0,62.5,500.0,25.0,40.0,556.8,https://electricbikereview.com/rad-power-bikes/2016-radmini/
640,ArielRider,2016W-Class,2350.0,61.7,500.0,25.0,40.0,556.8,https://electricbikereview.com/ariel-rider/2016-n-class/
641,Stromer,ST2S,9999.0,57.5,500.0,60.0,120.0,983.0,https://electricbikereview.com/ariel-rider/2016-w-class/
642,VoltBike,Urban,1049.0,47.5,350.0,15.0,25.0,360.0,https://electricbikereview.com/stromer/st2-s/
643,Stromer,ST1S,4790.0,62.0,250.0,25.0,50.0,522.0,https://electricbikereview.com/voltbike/2016-urban-folding/
644,Stromer,ST1T,4790.0,62.0,250.0,25.0,50.0,522.0,https://electricbikereview.com/stromer/st1-s/
645,FLX,2016Trail,2199.0,50.0,250.0,25.0,45.0,468.0,https://electricbikereview.com/stromer/st1-t/
646,Torker,TristarHybrid,1799.0,81.0,250.0,10.0,25.0,266.0,https://electricbikereview.com/flx/2016-trail/
647,Haibike,SDUROALLMTNRC,4299.0,51.5,250.0,25.0,60.0,396.0,https://electricbikereview.com/torker/tristar-hybrid/
648,Haibike,XDURODWNHLLPro,8899.0,53.0,250.0,25.0,60.0,396.0,https://electricbikereview.com/haibike/sduro-allmtn-rc/
649,Haibike,XDUROFullLifeRX,5299.0,49.0,250.0,25.0,60.0,396.0,https://electricbikereview.com/haibike/xduro-fulllife-rx/
650,IZIP,2016E3ProTour,2999.0,54.0,500.0,15.0,40.0,417.6,https://electricbikereview.com/izip/2016-e3-protour/
651,Raleigh,SprintiE,2999.0,51.5,500.0,15.0,40.0,417.6,https://electricbikereview.com/raleigh/sprint-ie/
652,IZIP,E3Sumo,3099.0,54.0,350.0,15.0,35.0,417.6,https://electricbikereview.com/izip/2016-e3-sumo/
653,Raleigh,TekoaiE,2799.0,48.0,350.0,15.0,35.0,417.6,https://electricbikereview.com/raleigh/tekoa-ie/
654,IZIP,E3Peak,2799.0,49.0,350.0,15.0,35.0,417.6,https://electricbikereview.com/izip/e3-peak/
655,IZIP,2016E3Dash,2599.0,54.5,350.0,15.0,30.0,417.6,https://electricbikereview.com/izip/2016-e3-dash/
656,Raleigh,RouteiE,2599.0,52.0,350.0,15.0,30.0,417.6,https://electricbikereview.com/raleigh/route-ie/
657,Raleigh,MisceoSportiE,2599.0,44.5,250.0,30.0,50.0,417.6,https://electricbikereview.com/raleigh/misceo-sport-ie/
658,Raleigh,MisceoiE,2699.0,43.5,250.0,30.0,50.0,417.6,https://electricbikereview.com/raleigh/2016-misceo-ie/
659,Raleigh,2016DetouriE,2299.0,49.5,250.0,30.0,50.0,417.6,https://electricbikereview.com/raleigh/2016-detour-ie/
660,IZIP,E3Path+,2299.0,49.5,250.0,30.0,50.0,417.6,https://electricbikereview.com/izip/e3-path-plus/
661,Raleigh,SpriteiE,2099.0,54.0,350.0,20.0,40.0,422.4,https://electricbikereview.com/raleigh/2016-sprite-ie/
662,IZIP,E3Vibe+,1799.0,54.0,350.0,20.0,40.0,422.4,https://electricbikereview.com/izip/vibe-plus/
663,Yuba,SpicyCurry,4200.0,62.0,350.0,20.0,35.0,417.6,https://electricbikereview.com/yuba/spicy-curry/
664,IZIP,2016E3Zuma,2499.0,54.0,500.0,20.0,35.0,417.6,https://electricbikereview.com/izip/2016-e3-zuma/
665,Haibike,SDUROHardSevenSM,2499.0,49.3,250.0,25.0,60.0,396.0,https://electricbikereview.com/haibike/sduro-hardseven-sm/
666,Haibike,SDUROHardLifeSL,2799.0,47.8,250.0,25.0,60.0,396.0,https://electricbikereview.com/haibike/sduro-hardlife-sl/
667,Everly,202,1199.0,37.0,250.0,15.0,30.0,187.2,https://electricbikereview.com/everly/202/
668,E-Lux,Newport,1895.0,57.5,500.0,25.0,40.0,480.0,https://electricbikereview.com/e-lux/newport/
669,E-Lux,Tahoe,2250.0,77.0,500.0,25.0,40.0,624.0,https://electricbikereview.com/e-lux/tahoe/
670,Trek,XM700+,3499.0,46.5,350.0,15.0,65.0,396.0,https://electricbikereview.com/trek/xm700-plus/
671,Trek,Conduit+,2999.0,45.0,250.0,30.0,75.0,417.6,https://electricbikereview.com/trek/conduit-plus/
672,Trek,Lift+,2799.0,44.8,250.0,30.0,75.0,417.6,https://electricbikereview.com/trek/lift-plus/
673,Electra,TownieGo!,2729.0,58.0,350.0,20.0,110.0,396.0,https://electricbikereview.com/electra/townie-go/
674,ElectroBike,Seal,1899.0,63.0,500.0,15.0,30.0,360.0,https://electricbikereview.com/electrobike/seal/
675,ElectroBike,Cross,1599.0,46.0,350.0,15.0,30.0,324.0,https://electricbikereview.com/electrobike/cross/
676,ElectroBike,GamaCruise,1499.0,53.2,350.0,15.0,30.0,350.0,https://electricbikereview.com/electrobike/gama-cruise/
677,ElectroBike,Light,1399.0,41.5,250.0,18.0,35.0,316.8,https://electricbikereview.com/electrobike/light/
678,ElectroBike,Magnos,1299.0,53.5,250.0,15.0,30.0,324.0,https://electricbikereview.com/electrobike/magnos/
679,ElectroBike,Alfa+,999.0,47.0,250.0,15.0,30.0,324.0,https://electricbikereview.com/electrobike/alfa-plus/
680,ElectroBike,Dash,799.0,48.0,350.0,15.0,30.0,324.0,https://electricbikereview.com/electrobike/dash/
681,EasyMotion,EasyGoStreet,1699.0,43.8,250.0,10.0,28.0,208.8,https://electricbikereview.com/easy-motion/easygo-street/
682,VintageElectric,Cruz,4995.0,87.0,750.0,25.0,25.0,702.0,https://electricbikereview.com/vintage-electric/cruz/
683,EasyMotion,EasyGoRace,1299.0,35.4,250.0,10.0,28.0,208.8,https://electricbikereview.com/easy-motion/easygo-race/
684,SONDORS,Ebike,693.0,59.0,350.0,10.0,25.0,316.8,https://electricbikereview.com/sondors/kickstarter-ebike/
685,VintageElectric,Tracker,4995.0,78.5,750.0,25.0,25.0,702.0,https://electricbikereview.com/vintage-electric/tracker/
686,Zeitgeist,Cargo,5999.0,63.0,350.0,20.0,30.0,374.4,https://electricbikereview.com/zeitgeist/cargo/
687,Biomega,OKO,2295.0,42.4,350.0,25.0,35.0,356.4,https://electricbikereview.com/biomega/oko/
688,Zeitgeist,City,7999.0,43.5,500.0,20.0,35.0,417.6,https://electricbikereview.com/zeitgeist/city/
689,Riide,V1.1,1999.0,43.5,350.0,20.0,30.0,313.2,https://electricbikereview.com/riide/v1-1/
690,Faraday,CortlandS,2499.0,41.0,250.0,20.0,25.0,290.0,https://electricbikereview.com/faraday/cortland-s/
691,Faraday,Cortland,3499.0,42.5,250.0,20.0,25.0,290.0,https://electricbikereview.com/faraday/cortland/
692,BoxBikeCollective,StandardBoxBike,3900.0,96.0,500.0,15.0,20.0,288.0,https://electricbikereview.com/box-bike-collective/standard-box-bike/
693,SnelheidCycles,Tyro,2299.0,47.0,500.0,20.0,30.0,444.0,https://electricbikereview.com/snelheid-cycles/tyro/
694,SnelheidCycles,Leider,2799.0,46.0,500.0,20.0,25.0,466.2,https://electricbikereview.com/snelheid-cycles/leider/
695,Pedego,Latch,2595.0,51.0,250.0,20.0,30.0,360.0,https://electricbikereview.com/pedego/latch/
696,Daymak,WildGoose,1599.0,69.0,500.0,20.0,25.0,480.0,https://electricbikereview.com/daymak/wild-goose/
697,Freway,VR-01,1199.0,43.0,250.0,15.0,25.0,187.2,https://electricbikereview.com/freway/vr-01/
698,Daymak,Paris,999.0,50.0,250.0,10.0,20.0,240.0,https://electricbikereview.com/daymak/paris/
699,BESV,JaguarJS1,2980.0,60.0,250.0,35.0,50.0,410.4,https://electricbikereview.com/besv/jaguar-js1/
700,Pedego,TrailTracker,3295.0,64.0,500.0,15.0,30.0,556.8,https://electricbikereview.com/pedego/trail-tracker/
701,Daymak,Vermont,1999.0,55.0,500.0,35.0,55.0,768.0,https://electricbikereview.com/daymak/vermont/
702,Pedego,RidgeRider,3395.0,56.0,500.0,20.0,35.0,556.8,https://electricbikereview.com/pedego/ridge-rider/
703,Motiv,Stash,1549.0,45.0,350.0,15.0,25.0,324.0,https://electricbikereview.com/motiv/2016-stash/
704,Daymak,Arsenal,1899.0,54.0,350.0,15.0,25.0,360.0,https://electricbikereview.com/daymak/arsenal/
705,Daymak,EC1,1899.0,38.0,250.0,10.0,25.0,249.6,https://electricbikereview.com/daymak/ec1/
706,Revelo,Flex,1599.0,33.1,250.0,15.0,20.0,360.0,https://electricbikereview.com/revelo/flex/
707,Daymak,NewYorker,1499.0,37.0,250.0,15.0,25.0,324.0,https://electricbikereview.com/daymak/new-yorker/
708,Daymak,Florence,1999.0,85.0,500.0,20.0,35.0,576.0,https://electricbikereview.com/daymak/florence/
709,Biktrix,Stunner,1999.0,50.0,500.0,15.0,35.0,374.4,https://electricbikereview.com/biktrix/2016-stunner/
710,EnzoeBikes,FoldingElectricBike,1699.0,48.0,350.0,20.0,30.0,374.4,https://electricbikereview.com/enzo-ebikes/2016-folding-electric-bike/
711,Gocycle,G2,4999.0,36.0,500.0,15.0,40.0,232.2,https://electricbikereview.com/gocycle/g2/
712,Biktrix,Juggernaut,1999.0,55.0,500.0,20.0,50.0,556.8,https://electricbikereview.com/biktrix/juggernaut/
713,Voltbike,Yukon,1159.0,56.0,350.0,20.0,35.0,499.2,https://electricbikereview.com/voltbike/yukon/
714,Voltbike,2015Elegant,1099.0,54.0,250.0,15.0,25.0,374.4,https://electricbikereview.com/voltbike/2015-elegant/
715,HPVelotechnok,ScorpionFS,8495.0,68.0,500.0,35.0,90.0,558.0,https://electricbikereview.com/hp-velotechnik/scorpion-fs-26-s-pedelec/
716,Specialized,TurboS,7000.0,54.5,500.0,35.0,60.0,702.0,https://electricbikereview.com/specialized/turbo-s/
717,Voltbike,Interceptor,1599.0,62.0,800.0,25.0,40.0,556.8,https://electricbikereview.com/voltbike/interceptor-ebike/
718,RadPowerBikes,2015RadWagon,1599.0,75.0,500.0,15.0,40.0,556.8,https://electricbikereview.com/rad-power-bikes/2015-radwagon/
719,Specialized,S-WorksTurboLevoFSR6Fattie,9000.0,48.5,250.0,25.0,55.0,504.0,https://electricbikereview.com/specialized/s-works-turbo-levo-fsr-6fattie/
720,CUBE,ReactionHybridHPAPro29,2999.0,57.5,250.0,30.0,60.0,396.0,https://electricbikereview.com/cube/reaction-hybrid-hpa-pro-29/
721,RadPowerBikes,2015RadRover,1499.0,61.0,500.0,20.0,40.0,556.8,https://electricbikereview.com/rad-power-bikes/2015-radrover/
722,Surface604,BoarE350,2499.0,57.0,350.0,20.0,35.0,468.0,https://electricbikereview.com/surface-604/boar-e350/
723,EasyMotion,XenionJumper27.5,5199.0,47.0,350.0,35.0,65.0,396.0,https://electricbikereview.com/easy-motion/bosch-jumper-27-5/
724,EasyMotion,XenionCross,3999.0,47.0,350.0,35.0,65.0,396.0,https://electricbikereview.com/easy-motion/bosch-cross/
725,CUBE,SUVHybridSL27.5,4799.0,47.0,250.0,35.0,65.0,396.0,https://electricbikereview.com/cube/suv-hybrid-sl-27-5/
726,OHM,SportXS750Plus,3999.0,50.0,500.0,20.0,60.0,556.8,https://electricbikereview.com/ohm/sport-xs750-plus-16/
727,OHM,UrbanXU70016,4199.0,51.5,500.0,25.0,80.0,556.8,https://electricbikereview.com/ohm/urban-xu700-16/
728,OHM,UrbanXU700LS15,3699.0,52.0,350.0,20.0,40.0,316.8,https://electricbikereview.com/ohm/urban-xu700-ls-15/
729,OHM,UrbanXU700LS15,3699.0,52.0,350.0,20.0,40.0,316.8,https://electricbikereview.com/ohm/urban-xu700-ls-15/
730,Leisger,CD5,2499.0,52.0,350.0,20.0,55.0,468.0,https://electricbikereview.com/leisger/cd5/
731,Leisger,MD5,2499.0,52.0,350.0,20.0,55.0,468.0,https://electricbikereview.com/leisger/md5/
732,GreenWorldBike,E-Trolley,1299.0,50.0,250.0,15.0,25.0,360.0,https://electricbikereview.com/green-world-bike/e-trolley/
733,Magnum,Ui5,1699.0,51.0,350.0,25.0,55.0,468.0,https://electricbikereview.com/magnum/ui5/
734,Magnum,Mi5,1699.0,52.0,350.0,25.0,55.0,468.0,https://electricbikereview.com/magnum/mi5/
735,Vela,Model1,1899.0,49.5,350.0,20.0,30.0,360.0,https://electricbikereview.com/vela/model-1/
736,Haibike,XDUROFullsevenRX,5500.0,48.0,350.0,25.0,60.0,396.0,https://electricbikereview.com/haibike/xduro-fullseven-rx/
737,EasyMotion,Evo27.5Jumper,4299.0,52.0,350.0,15.0,40.0,417.6,https://electricbikereview.com/easy-motion/evo-27-5-jumper/
738,EG,Oahu500EX,1999.0,56.0,500.0,20.0,30.0,480.0,https://electricbikereview.com/eg/2015-oahu-500-ex/
739,SSRMotorsports,TrailViper,1399.0,56.0,350.0,10.0,25.0,360.0,https://electricbikereview.com/ssr-motorsports/trail-viper/
740,SSRMotorsports,500WSandViper,1799.0,62.0,500.0,20.0,30.0,499.2,https://electricbikereview.com/ssr-motorsports/500w-sand-viper/
741,E-Lux,E-100All-Trac,1999.0,75.5,500.0,25.0,35.0,624.0,https://electricbikereview.com/e-lux/all-trac-electric-cruiser/
742,SONDORS,Ebike,842.0,59.0,350.0,10.0,20.0,316.8,https://electricbikereview.com/sondors/indiegogo-ebike/
743,OHM,SportXS75015,3999.0,46.0,500.0,25.0,80.0,555.0,https://electricbikereview.com/ohm/sport-xs750-15/
744,Mando,FootlooseiM,2700.0,50.0,250.0,15.0,25.0,289.6,https://electricbikereview.com/mando/footloose-im/
745,Kalkhoff,TasmanClassicImpulse8,3799.0,56.0,250.0,60.0,120.0,629.0,https://electricbikereview.com/kalkhoff/tasman-classic-impulse-8/
746,EZPedaler,T350,1795.0,54.0,350.0,25.0,35.0,360.0,https://electricbikereview.com/ez-pedaler/t350/
747,OHM,UrbanXU700LS,2899.0,50.0,350.0,25.0,45.0,316.8,https://electricbikereview.com/ohm/urban-xu700-ls-16/
748,Pedego,24″Step-ThruInterceptor,2995.0,58.0,500.0,30.0,50.0,480.0,https://electricbikereview.com/pedego/24-step-thru-interceptor/
749,EasyMotion,Evo29,2999.0,51.2,350.0,20.0,45.0,417.6,https://electricbikereview.com/pedego/24-step-thru-interceptor/
750,EZPedaler,T500,1895.0,58.0,500.0,25.0,35.0,432.0,https://electricbikereview.com/easy-motion/evo-29/
751,Solex,Solexity400,2395.0,58.0,400.0,25.0,45.0,417.6,https://electricbikereview.com/ez-pedaler/t500/
752,EZPedaler,X350,1695.0,50.0,350.0,20.0,30.0,374.4,https://electricbikereview.com/solex/solexity-400/
753,Faraday,PorteurS,2499.0,42.5,250.0,20.0,25.0,250.0,https://electricbikereview.com/ez-pedaler/x350/
754,Pedego,Step-ThruComfortCruiserII,2295.0,58.0,500.0,15.0,35.0,360.0,https://electricbikereview.com/faraday/porteur-s/
755,Focus,AventuraImpulseSpeed1.0,4999.0,54.0,350.0,65.0,125.0,612.0,https://electricbikereview.com/pedego/step-thru-comfort-cruiser/
756,EasyMotion,EvoCity,2999.0,59.0,350.0,20.0,45.0,417.6,https://electricbikereview.com/focus/aventura-impulse-speed-1-0/
757,Felt,VERZAe,3999.0,51.5,350.0,30.0,60.0,396.0,https://electricbikereview.com/easy-motion/2015-evo-city/
758,EasyMotion,EvoCityWave,2999.0,58.0,350.0,25.0,50.0,417.6,https://electricbikereview.com/felt/verzae/
759,e-Joe,Koda,2199.0,49.0,500.0,25.0,40.0,540.0,https://electricbikereview.com/e-joe/koda/
760,Specialized,Turbo,3800.0,49.5,200.0,25.0,55.0,468.0,https://electricbikereview.com/specialized/turbo/
761,EasyMotion,EvoStreet,2999.0,57.0,350.0,20.0,45.0,417.6,https://electricbikereview.com/easy-motion/evo-street/
762,Pedego,Interceptor,2995.0,61.0,500.0,15.0,40.0,720.0,https://electricbikereview.com/pedego/classic-interceptor/
763,EG,Barcelona,999.0,54.0,200.0,15.0,30.0,240.0,https://electricbikereview.com/eg/barcelona/
764,EnergieCycles,26tm,1750.0,61.0,500.0,30.0,45.0,576.0,https://electricbikereview.com/energie-cycles/2-6tm/
765,Pedego,TrailTracker,2995.0,65.0,500.0,15.0,40.0,720.0,https://electricbikereview.com/pedego/2015-trail-tracker/
766,Pedego,CityCommuter,2595.0,60.0,500.0,15.0,40.0,720.0,https://electricbikereview.com/pedego/city-commuter/
767,Haibike,XDUROAMTRX,6350.0,49.2,350.0,25.0,60.0,396.0,https://electricbikereview.com/haibike/xduro-amt-rx/
768,IZIP,E3Sumo,3650.0,52.0,350.0,15.0,35.0,417.6,https://electricbikereview.com/izip/2015-e3-sumo/
769,Specialized,TurboX,4000.0,49.5,200.0,25.0,55.0,468.0,https://electricbikereview.com/specialized/turbo-x/
770,Raleign,MisceoiE,3200.0,41.7,250.0,35.0,75.0,417.6,https://electricbikereview.com/raleigh/2015-misceo-ie/
771,EnergieCycles,Excursion2.0,1000.0,46.9,250.0,13.0,18.0,237.6,https://electricbikereview.com/energie-cycles/excursion-2-0/
772,CutlerCycles,FusionElectricBike,900.0,95.0,1000.0,30.0,55.0,720.0,https://electricbikereview.com/cutler-cycles/fusion-electric-bike/
773,Binelli,Classica,2100.0,49.0,350.0,20.0,35.0,324.0,https://electricbikereview.com/benelli/classica/
774,iGo,MetroE,1599.0,57.3,350.0,15.0,25.0,360.0,https://electricbikereview.com/igo-electric/metro-e/
775,BMEBIKES,BM-Apollos,3899.0,48.0,350.0,20.0,40.0,316.8,https://electricbikereview.com/bmebikes/bm-apollos/
776,Focus,AventuraImpulse2.0,3799.0,52.0,250.0,65.0,125.0,612.0,https://electricbikereview.com/focus/aventura-impulse-2-0/
777,VintageElectric,E-Tracker,4995.0,72.0,750.0,20.0,30.0,650.0,https://electricbikereview.com/vintage-electric/e-tracker/
778,Felt,OUTFITTER,5499.0,53.0,350.0,30.0,60.0,396.0,https://electricbikereview.com/felt/outfitter/
779,BMEBIKES,BM-Helio,2899.0,48.4,750.0,20.0,40.0,422.4,https://electricbikereview.com/bmebikes/bm-helio/
780,Kalkhoff,AgattuImpulse8HS,3599.0,58.0,250.0,55.0,125.0,612.0,https://electricbikereview.com/kalkhoff/agattu-impulse-8-hs/
781,Ridekick,PowerTrailer,699.0,42.5,500.0,10.0,15.0,288.0,https://electricbikereview.com/ridekick/power-trailer/
782,Haibike,XDURONduroPro,9100.0,49.0,350.0,35.0,60.0,396.0,https://electricbikereview.com/haibike/xduro-nduro-pro/
783,Focus,JarifaImpulse27R3.0,3899.0,48.0,250.0,65.0,125.0,612.0,https://electricbikereview.com/focus/jarifa-impulse-27r-3-0/
784,Kalkhoff,SahelImpulse8,3799.0,50.0,250.0,50.0,85.0,429.2,https://electricbikereview.com/kalkhoff/sahel-impulse-8/
785,Blix,Vika+,1590.0,48.6,350.0,17.0,25.0,360.0,https://electricbikereview.com/blix/2015-vika-plus/
786,EG,MauiEX,1499.0,60.0,350.0,15.0,25.0,360.0,https://electricbikereview.com/eg/maui-ex/
787,Hi-PowerCycles,HPCSuperMundoCargoBike,4695.0,89.0,750.0,25.0,30.0,621.6,https://electricbikereview.com/hi-power-cycles/hpc-supermundo/
788,BMEBIKES,BM-NightHawk,2699.0,46.3,350.0,20.0,40.0,316.8,https://electricbikereview.com/bmebikes/bm-night-hawk/
789,Kalkhoff,SahelCompactImpulse8,3499.0,50.0,250.0,50.0,85.0,417.0,https://electricbikereview.com/kalkhoff/sahel-compact-impulse-8/
790,Haibike,XDUROTrekkingPro,4650.0,53.0,350.0,40.0,65.0,396.0,https://electricbikereview.com/haibike/xduro-trekking-pro/
791,Blix,Komfort+,1990.0,49.0,350.0,17.0,25.0,360.0,https://electricbikereview.com/blix/2015-komfort-plus/
792,Mando,Footloose,3999.0,50.5,250.0,15.0,25.0,295.2,https://electricbikereview.com/mando/footloose/
793,EasyMotion,Evo27.5,2999.0,50.0,350.0,20.0,45.0,417.6,https://electricbikereview.com/easy-motion/evo-27-5/
794,Hi-PowerCycles,HPCFreedom,1995.0,45.0,750.0,20.0,45.0,429.2,https://electricbikereview.com/hi-power-cycles/hpc-freedom/
795,BMEBIKES,BM-Shadow,2175.0,46.0,350.0,20.0,40.0,316.8,https://electricbikereview.com/bmebikes/bm-shadow/
796,EG,Enterprise,899.0,55.0,200.0,15.0,25.0,240.0,https://electricbikereview.com/eg/enterprise/
797,Polaris,Sabre,3499.0,63.0,750.0,20.0,50.0,264.0,https://electricbikereview.com/polaris/sabre/
798,A2B,Kuo+,1699.0,43.0,250.0,15.0,25.0,324.0,https://electricbikereview.com/a2b/kuo-plus/
799,EG,MonteCarlo500EX,2799.0,66.0,500.0,15.0,25.0,480.0,https://electricbikereview.com/eg/monte-carlo-500-ex/
800,SSRMotorsports,SandViper,1399.0,61.0,350.0,15.0,25.0,360.0,https://electricbikereview.com/ssr-motorsports/sand-viper/
801,Haibike,XDUROUrban,4450.0,41.0,350.0,35.0,65.0,396.0,https://electricbikereview.com/haibike/xduro-urban/
802,EasyMotion,EvoRace,2999.0,45.0,350.0,35.0,60.0,417.6,https://electricbikereview.com/easy-motion/evo-race/
803,Nicolai,E-BOXX2,5499.0,42.0,350.0,35.0,65.0,396.0,https://electricbikereview.com/nicolai/e-boxx-2/
804,Polaris,Appex,2999.0,60.0,750.0,20.0,50.0,264.0,https://electricbikereview.com/polaris/appex/
805,EmazingBike,Artemis73hd,2149.0,38.0,350.0,50.0,60.0,313.2,https://electricbikereview.com/emazing-bike/artemis-73hd/
806,Haibike,XDUROFatsix,5800.0,53.0,350.0,35.0,65.0,396.0,https://electricbikereview.com/haibike/xduro-fatsix/
807,EasyMotion,BoschCityWave,3999.0,53.0,350.0,35.0,65.0,396.0,https://electricbikereview.com/easy-motion/bosch-city-wave/
808,Grace,One,4500.0,73.85,1300.0,25.0,40.0,518.0,https://electricbikereview.com/grace/1/
809,Polaris,Terrain,2499.0,52.0,750.0,20.0,60.0,264.0,https://electricbikereview.com/polaris/terrain/
810,Haibike,XDURORace,6700.0,40.0,350.0,35.0,65.0,396.0,https://electricbikereview.com/haibike/xduro-race/
811,Diamondback,TraceEXC,2800.0,48.5,500.0,25.0,45.0,422.4,https://electricbikereview.com/diamondback/trace-exc/
812,Polaris,Course,2999.0,52.0,750.0,20.0,60.0,264.0,https://electricbikereview.com/polaris/course/
813,EasyMotion,NitroCity,4399.0,54.0,500.0,20.0,35.0,417.6,https://electricbikereview.com/easy-motion/2015-nitro-city/
814,Diamondback,LindauEXC,2500.0,55.0,500.0,25.0,45.0,422.4,https://electricbikereview.com/diamondback/lindau-exc/
815,Pedego,Stretch,3495.0,,500.0,25.0,55.0,624.0,https://electricbikereview.com/pedego/stretch/
816,EasyMotion,EvoCross,2999.0,52.5,350.0,35.0,55.0,417.6,https://electricbikereview.com/easy-motion/evo-cross/
