name,address,city,state,zip,country,num_stalls,power,lat_lon,elevation,status,open_date
"Seaside, CA",1901 Del Monte Blvd,Seaside,CA,93955,USA,6,,"36.616759, -121.844014",10,OPEN,2015-08-13
"Dedham, MA",840 Providence Highway,Dedham,MA,2026,USA,8,120,"42.236417, -71.17825",29,OPEN,2015-08-08
"Boise, ID",1426 S Entertainment Ave,Boise,ID,83709,USA,8,150,"43.592633, -116.280653",837,OPEN,2015-08-07
"Oklahoma City, OK",7624 West Reno Ave #380,Oklahoma City,OK,73127,USA,8,150,"35.461704, -97.651445",372,OPEN,2015-07-31
"Trinidad, CO",9960 Santa Fe Trail,Trinidad,CO,81082,USA,6,150,"37.134228, -104.519962",1933,OPEN,2015-07-30
"West Lebanon, NH",285 N Plainfield Rd #1,West Lebanon,NH,3784,USA,8,,"43.623536, -72.3258949",106,OPEN,2015-07-17
"Duluth, MN",200 W 1st St,Duluth,MN,55802,USA,4,150,"46.784467, -92.10232",200,OPEN,2015-07-17
"Sheridan, WY",612 North Main St,Sheridan,WY,82801,USA,4,150,"44.804565, -106.956363",1136,OPEN,2015-07-15
"San Mateo, CA",1200 Park Pl,San Mateo,CA,94403,USA,8,,"37.544632, -122.290188",3,OPEN,2015-07-10
"Cranbury, NJ",Molly Pitcher Service Area,Cranbury,NJ,8512,USA,4,,"40.32244, -74.4869",34,OPEN,2015-07-09
"Houston - North, TX",14820 North Freeway,Houston,TX,77090,USA,6,150,"29.980741, -95.421697",31,OPEN,2015-07-09
"Nashville - Brentwood (SC), TN",1641 Westgate Circle,Nashville,TN,37027,USA,6,150,"35.969209, -86.804641",226,OPEN,2015-07-08
"Baker City, OR",1 Sunridge Ln,Baker City,OR,97814,USA,8,150,"44.782849, -117.812422",1044,OPEN,2015-06-25
"Grand Rapids, MI",5531 28th St SE,Grand Rapids,MI,49512,USA,8,150,"42.914231, -85.533057",227,OPEN,2015-06-25
"Newburgh, NY",1217 Route 300,Newburgh,NY,12550,USA,6,,"41.499775, -74.071261",104,OPEN,2015-06-23
"East Brunswick, NJ","Joyce Kilmer Service Area, New Jersey Turnpike",East Brunswick,NJ,8816,USA,4,120,"40.415973, -74.444706",36,OPEN,2015-06-19
"Buffalo, NY",4455 Transit Road,Buffalo,NY,14221,USA,8,,"42.968673, -78.696128",213,OPEN,2015-06-11
"Mountain View, CA",1401 N Shoreline Blvd,Mountain View,CA,94043,USA,12,150,"37.415344, -122.076607",6,OPEN,2015-06-10
"San Diego, CA",10105 Pacific Heights Blvd,San Diego,CA,92121,USA,12,,"32.902137, -117.193489",88,OPEN,2015-06-08
"Cincinnati, OH",9111 Blue Ash Rd,Cincinnati,OH,45242,USA,8,150,"39.224429, -84.383415",258,OPEN,2015-06-05
"Pendleton, OR",46510 Wildhorse Blvd,Pendleton,OR,97801,USA,8,150,"45.64655, -118.68198",437,OPEN,2015-05-28
"Knoxville, TN",11038 Parkside Dr,Knoxville,TN,37934,USA,8,150,"35.901319, -84.149634",286,OPEN,2015-05-27
"Marathon, FL",9400 Overseas Hwy,Marathon,FL,33050,USA,4,150,"24.725916, -81.047519",1,OPEN,2015-05-02
"Tucumcari, NM",2624 South Adams St,Tucumcari,NM,88401,USA,6,150,"35.153963, -103.722539",1253,OPEN,2015-04-21
"Syracuse, NY","439 Electronics Parkway,",Liverpool,NY,13088,USA,8,,"43.102516, -76.187475",123,OPEN,2015-04-16
"Mobile, AL",3201 Airport Blvd,Mobile,AL,36606,USA,8,150,"30.671556, -88.118644",6,OPEN,2015-04-16
"Perry, OK",2812 Fir St,Perry,OK,73077,USA,6,150,"36.289315, -97.325935",330,OPEN,2015-04-15
"St. Charles, MO",2021 Zumbehl Rd,St. Charles,MO,63303,USA,5,150,"38.782139, -90.532862",149,OPEN,2015-04-15
"Tremonton, UT",Hampton Inn 2145 W Main St,Tremonton,UT,84337,USA,6,150,"41.70995, -112.198576",1317,OPEN,2015-04-01
"Effingham, IL",1200 North Keller Dr,Effingham,IL,62401,USA,6,150,"39.137048, -88.563736",184,OPEN,2015-03-28
"Mojave, CA",Anthony's Grill 16940 California 14 Hwy 14,Mojave,CA,93501,USA,6,150,"35.068595, -118.174576",866,OPEN,2015-03-27
"Riviera Beach, FL",4651 Dyer Blvd,Riviera Beach,FL,33407,USA,8,,"26.7781155, -80.1091072",4,OPEN,2015-03-21
"Inyokern, CA",1353 Brown Rd,Inyokern,CA,93527,USA,4,150,"35.646461, -117.812629",742,OPEN,2015-03-20
"Santa Rosa, NM",2516 Historic Rt 66,Santa Rosa,NM,88435,USA,6,150,"34.947013, -104.647997",1440,OPEN,2015-03-13
"Ardmore, OK",322 Holiday Dr,Ardmore,OK,73401,USA,6,150,"34.179106, -97.165632",259,OPEN,2015-03-13
"Weatherford, OK",1301 N Airport Rd by Lucille's Roadhouse,Weatherford,OK,73096,USA,6,150,"35.53859, -98.66012",485,OPEN,2015-03-11
"Council Bluffs, IA",3815 Metro Dr,Council Bluffs,IA,51501,USA,8,150,"41.220935, -95.835622",299,OPEN,2015-03-11
"Salt Lake City - S. State Street, UT",2312 South State St,South Salt Lake City,UT,84115,USA,10,150,"40.720353, -111.888706",1297,OPEN,2015-03-06
"Coeur d'Alene, ID",3458 N Fruitland Ln,Coeur d'Alene,ID,83815,USA,6,150,"47.708479, -116.794283",685,OPEN,2015-03-04
"Charlotte, NC",2720 Mallard Creek Church RD,Charlotte,NC,28262,USA,8,150,"35.341213, -80.766023",232,OPEN,2015-02-25
"Tooele, UT",1568 East Saddleback Blvd,Tooele,UT,84074,USA,6,150,"40.684486, -112.268818",1290,OPEN,2015-02-25
"Rocklin (SC), CA",4361 Granite Dr,Rocklin,CA,95677,USA,18,150,"38.800537, -121.210485",98,OPEN,2015-02-20
"Shamrock, TX",107 East 12th St,Shamrock,TX,79079,USA,6,150,"35.226765, -100.24836",704,OPEN,2015-02-20
"Winnemucca, NV",1985 W Winnemucca Blvd,Winnemucca,NV,89445,USA,4,150,"40.958847, -117.746497",1308,OPEN,2015-02-18
"Independence, MO",18001 Bass Pro Drive,Independence,MO,64055,USA,6,150,"39.040814, -94.369265",245,OPEN,2015-02-17
"West Springfield, MA",935 Riverdale St,West Springfield,MA,1089,USA,8,,"42.130914, -72.621435",17,OPEN,2015-02-14
"Manteca, CA",960 Perimeter Dr,Manteca,CA,95337,USA,20,150,"37.782622, -121.228683",9,OPEN,2015-02-12
"Utica, NY",50 Auert Ave,Utica,NY,13501,USA,8,,"43.113878, -75.206857",128,OPEN,2015-02-11
"London, KY",140 Faith Assembly Church Rd,London,KY,40741,USA,6,150,"37.14916, -84.11385",361,OPEN,2015-02-04
"Elko, NV",2755 Mountain City Hwy,Elko,NV,89801,USA,6,150,"40.836301, -115.790859",1574,OPEN,2015-02-03
"Petaluma, CA",401 Kenilworth Dr #1030,Petaluma,CA,94952,USA,20,150,"38.242693, -122.625049",8,OPEN,2015-02-03
"Lexington, KY",2155 Paul Jones Way,Lexington,KY,40509,USA,8,150,"38.017955, -84.420664",310,OPEN,2015-01-30
"Lovelock, NV",150 Main St,Lovelock,NV,89419,USA,4,150,"40.179476, -118.472135",1213,OPEN,2015-01-28
"Lone Pine, CA",701 S Main St,Lone Pine,CA,93545,USA,8,250,"36.60059, -118.061916",1137,OPEN,2015-01-28
"Baton Rouge, LA",3535 Perkins Rd,Baton Rouge,LA,70808,USA,6,150,"30.423892, -91.154637",10,OPEN,2015-01-22
"West Wendover, NV",810 Wendover Blvd,West Wendover,NV,89883,USA,6,150,"40.738399, -114.058998",1335,OPEN,2015-01-22
"Wichita, KS",4760 S Broadway St,Wichita,KS,67216,USA,6,150,"37.60878, -97.33314",388,OPEN,2015-01-21
"Hooksett (north), NH",Interstate 93 N,Hooksett,NH,3106,USA,10,150,"43.109587, -71.474575",90,OPEN,2015-01-20
"Redondo Beach, CA",2410 Marine Ave,Redondo Beach,CA,90278,USA,8,150,"33.894294, -118.367379",21,OPEN,2015-01-20
"Grove City, OH",2221 Stringtown Rd,Grove City,OH,43123,USA,8,,"39.877253, -83.063448",243,OPEN,2015-01-16
"Brattleboro, VT",499 Canal St,Brattleboro,VT,5301,USA,8,,"42.838443, -72.565798",129,OPEN,2015-01-16
"Needles, CA",2451 Needles Hwy,Needles,CA,92363,USA,4,150,"34.850835, -114.624329",157,OPEN,2015-01-16
"Hooksett (south), NH",Interstate 93 S,Hooksett,NH,3106,USA,12,150,"43.108363, -71.477625",95,OPEN,2015-01-15
"DeFuniak Springs, FL",10th St and Baldwin Ave,DeFuniak Springs,FL,32435,USA,5,150,"30.720702, -86.116677",76,OPEN,2015-01-09
"Springfield, IL",3801 South MacArthur Blvd,Springfield,IL,62711,USA,8,,"39.748868, -89.67119",184,OPEN,2015-01-09
"Auburn, MA",385 Southbridge St,Auburn,MA,1501,USA,8,,"42.203764, -71.832954",154,OPEN,2014-12-29
"El Centro, CA",3451 S Dogwood Rd,El Centro,CA,92243,USA,8,150,"32.760837, -115.532486",-8,OPEN,2014-12-28
"Lima, OH",1933 Roschman Ave,Lima,OH,45804,USA,8,,"40.726668, -84.071932",271,OPEN,2014-12-23
"Auburn, AL",1627 Opelika Rd,Auburn,AL,36830,USA,6,,"32.627837, -85.445105",222,OPEN,2014-12-23
"Lake Charles, LA",1772 W Prien Lake Rd,Lake Charles,LA,70601,USA,6,150,"30.199071, -93.248782",3,OPEN,2014-12-21
"Atlanta, GA",1380 Atlantic Dr,Atlanta,GA,30363,USA,10,,"33.793808, -84.397203",268,OPEN,2014-12-18
"Culver City, CA",6000 Hannum Ave,Culver City,CA,90230,USA,16,,"33.986779, -118.390213",13,OPEN,2014-12-18
"Cabazon, CA",48400 Seminole Dr,Cabazon,CA,92230,USA,16,150,"33.93129, -116.820041",620,OPEN,2014-12-17
"Greenville, AL",219 Interstate Dr,Greenville,AL,36037,USA,6,,"31.855989, -86.635765",145,OPEN,2014-12-06
"Superior, MT",205 E 4th Ave,Superior,MT,59872,USA,4,150,"47.192149, -114.888901",835,OPEN,2014-12-05
"West Hartford, CT",1445 New Britain Ave,West Hartford,CT,6110,USA,8,,"41.722672, -72.759717",52,OPEN,2014-12-05
"Butte, MT",2900 Harrison Ave,Butte,MT,59701,USA,6,150,"45.981226, -112.507161",1666,OPEN,2014-12-04
"Paramus, NJ",530 New Jersey 17,Paramus,NJ,7652,USA,8,,"40.957429, -74.07408",15,OPEN,2014-11-26
"Fort Drum, FL",184 Florida's Turnpike,Okeechobee,FL,34972,USA,6,,"27.601444, -80.822187",16,OPEN,2014-11-26
"Primm, NV",31900 Las Vegas Blvd S,Primm,NV,89019,USA,10,150,"35.610687, -115.388028",795,OPEN,2014-11-26
"Turkey Lake, FL",Turkey Lake Service Plaza,Turkey Lake,FL,32835,USA,6,150,"28.514874, -81.500214",1,OPEN,2014-11-21
"Decatur (SC), GA",1580 Church St,Decatur,GA,30033,USA,4,,"33.793217, -84.285379",310,OPEN,2014-11-20
"Rancho Cucamonga, CA",12505 North Main St,Rancho Cucamonga,CA,91739,USA,12,150,"34.113592, -117.529406",381,OPEN,2014-11-20
"Dayton, OH",9200 N Main St,Dayton,OH,45445,USA,8,150,"39.858702, -84.277027",257,OPEN,2014-11-11
"Denver, CO",4310 Airport Way,Denver,CO,80239,USA,6,150,"39.775259, -104.794674",1641,OPEN,2014-11-08
"Country Club Hills, IL",4201 167th St,Country Club Hills,IL,60478,USA,8,,"41.584927, -87.721062",205,OPEN,2014-11-08
"Salisbury, MD",2300 North Salisbury Blvd,Salisbury,MD,21801,USA,6,,"38.401648, -75.564818",12,OPEN,2014-11-08
"Ocala, FL",4414 SW College Rd,Ocala,FL,34474,USA,8,,"29.140985, -82.19395",23,OPEN,2014-11-03
"Indianapolis, IN",5120 Victory Drive,Indianapolis,IN,46203,USA,8,150,"39.702444, -86.079687",253,OPEN,2014-10-30
"Missoula, MT",5280 Grant Creek Rd,Missoula,MT,59808,USA,6,150,"46.914375, -114.031924",1009,OPEN,2014-10-29
"Sagamore Beach, MA",22 Meetinghouse Ln,Sagamore Beach,MA,2562,USA,8,,"41.781242, -70.540271",26,OPEN,2014-10-27
"Bozeman, MT",2023 Commerce Way,Bozeman,MT,59715,USA,4,150,"45.700078, -111.062569",1442,OPEN,2014-10-23
"Big Timber, MT",228 Big Timber Loop Rd,Big Timber,MT,59011,USA,4,150,"45.836201, -109.943317",1246,OPEN,2014-10-22
"Topeka, KS",5930 Huntoon Street,Topeka,KS,66614,USA,8,150,"39.044199, -95.76046",283,OPEN,2014-10-17
"Cordes Lakes, AZ",14925 Cordes Lakes Rd,Mayer,AZ,86333,USA,8,150,"34.327131, -112.118432",1150,OPEN,2014-10-14
"Lafayette, IN",4901 Indiana 26,Lafayette,IN,47905,USA,8,150,"40.416187, -86.814084",202,OPEN,2014-10-10
"Casa Grande, AZ",2453 E Florence Blvd,Casa Grande,AZ,85194,USA,6,150,"32.87888, -111.6817421",435,OPEN,2014-09-30
"Indio, CA",42100 Jackson St,Indio,CA,92203,USA,8,150,"33.741484, -116.215019",-3,OPEN,2014-09-26
"Brandon, FL",2400 W Brandon Blvd,Brandon,FL,33511,USA,8,150,"27.9408309, -82.3236485",12,OPEN,2014-09-25
"Oxnard, CA",2751 Park View Ct,Oxnard,CA,93036,USA,20,150,"34.238654, -119.177398",24,OPEN,2014-09-24
"Grand Ave (SC), Chicago, IL",1053 W Grand Ave,Chicago,IL,60642,USA,2,,"41.890732, -87.654125",181,OPEN,2014-09-09
"Chattanooga, TN",1001 Airport Rd,Chattanooga,TN,37421,USA,6,150,"35.038644, -85.19593",204,OPEN,2014-09-04
"Truckee - Donner Pass, CA",11290 Donner Pass Rd,Truckee,CA,96161,USA,11,150,"39.327507, -120.207373",1967,OPEN,2014-08-26
"Edison, NJ",199 Lafayette Ave,Edison,NJ,8837,USA,8,,"40.5448144, -74.333248",30,OPEN,2014-08-22
"Lake City, FL",2893 W US Highway 90,Lake City,FL,32055,USA,6,150,"30.181429, -82.679701",46,OPEN,2014-08-20
"St. George, UT",1091 N Bluff St,St. George,UT,84770,USA,8,150,"37.12645, -113.601865",887,OPEN,2014-08-14
"South Hill, VA",1791 N Mecklenburg Ave,South Hill,VA,23970,USA,6,150,"36.748445, -78.103764",125,OPEN,2014-08-07
"The Dalles, OR",2114 W 6th,The Dalles,OR,97058,USA,5,150,"45.611964, -121.208526",45,OPEN,2014-08-01
"Billings, MT",1801 Majestic LN,Billings,MT,59102,USA,4,150,"45.733716, -108.604573",978,OPEN,2014-07-23
"Wickenburg, AZ",155 N Tegner St,Wickenburg,AZ,85390,USA,8,150,"33.9702333, -112.73165",628,OPEN,2014-07-11
"Tifton, GA",1310 U.S. 82,Tifton,GA,31794,USA,8,150,"31.448847, -83.53221",92,OPEN,2014-07-10
"Salina, KS",755 W Diamond Dr,Salina,KS,67401,USA,6,150,"38.877342, -97.618699",371,OPEN,2014-07-04
"Limon, CO",2221 6th St,Limon,CO,80828,USA,6,150,"39.2688421, -103.708604",1652,OPEN,2014-06-21
"Goodland, KS",2631 Enterprise Rd,Goodland,KS,67735,USA,6,150,"39.326253, -101.725171",1129,OPEN,2014-06-13
"Hays, KS",4101 Vine St,Hays,KS,67601,USA,6,150,"38.900543, -99.319142",626,OPEN,2014-06-12
"Nephi, UT",2100 S Main St,Nephi,UT,84648,USA,6,150,"39.6783968, -111.8407035",1555,OPEN,2014-06-11
"Ritzville, WA",105 Galbreath Way,Ritzville,WA,99169,USA,4,150,"47.116294, -118.368328",570,OPEN,2014-05-18
"Gila Bend, AZ",826 W Pima St,Gila Bend,AZ,85337,USA,8,150,"32.943969, -112.733506",221,OPEN,2014-05-17
"Macon, GA",450 Martin Luther King Jr Blvd,Macon,GA,31201,USA,8,150,"32.8334275, -83.6255567",98,OPEN,2014-05-08
"Triadelphia, WV",35 Bob Wise Drive,Triadelphia,WV,26059,USA,4,,"40.060757, -80.602874",397,OPEN,2014-05-07
"San Juan Capistrano, CA",31971 Camino Capistrano,San Juan Capistrano,CA,92675,USA,7,,"33.498458, -117.6632",30,OPEN,2014-05-06
"Woodbridge, VA",2700 Potomac Mills Circle,Woodbridge,VA,22192,USA,10,,"38.64082, -77.29633",63,OPEN,2014-05-02
"Albany, NY",131 Colonie Center,Albany,NY,12205,USA,6,,"42.710356, -73.819109",88,OPEN,2014-04-30
"Roseville, CA",1151 Galleria Blvd,Roseville,CA,95678,USA,7,150,"38.771208, -121.266149",66,OPEN,2014-04-29
"Hamilton Township, NJ",425 Marketplace Blvd,Hamilton,NJ,8691,USA,6,,"40.195539, -74.641375",21,OPEN,2014-04-22
"Beaver, UT",Littlefield Interchange,Beaver,UT,84713,USA,8,150,"38.249149, -112.652524",1790,OPEN,2014-04-14
"Cranberry, PA",1308 Freedom Rd,Cranberry Township,PA,16066,USA,6,150,"40.683982, -80.10839",312,OPEN,2014-04-04
"Richfield, UT",20 W 1400 N,Richfield,UT,84701,USA,4,150,"38.787942, -112.085316",1660,OPEN,2014-04-04
"Buckeye, AZ",416 S Watson Rd,Buckeye,AZ,85326,USA,8,,"33.443011, -112.556876",338,OPEN,2014-03-20
"Green River, UT",1765 East Main St,Green River,UT,84525,USA,8,150,"38.993577, -110.140513",1240,OPEN,2014-03-17
"Plymouth, NC",840 U.S. 64,Plymouth,NC,27962,USA,8,120,"35.850587, -76.756116",5,OPEN,2014-03-12
"Las Vegas, NV",701 Bridger Ave,Las Vegas,NV,89101,USA,6,,"36.165906, -115.138655",609,OPEN,2014-02-19
"Pleasant Prairie, WI",11211 120th Ave,Pleasant Prairie,WI,53158,USA,8,120,"42.518715, -87.950428",216,OPEN,2014-02-13
"Greenwich, CT (north)",3000 Merritt Pkwy,Greenwich,CT,6830,USA,4,,"41.041538, -73.671661",82,OPEN,2014-02-12
"Greenwich, CT (south)",2000 Merritt Pkwy,Greenwich,CT,6830,USA,4,,"41.040555, -73.673445",81,OPEN,2014-02-12
"Yuma, AZ",310 N Madison Ave,Yuma,AZ,85364,USA,8,150,"32.726686, -114.619093",43,OPEN,2014-02-04
"Eau Claire, WI",4601 Keystone Crossing,Eau Claire,WI,54701,USA,6,120,"44.77083, -91.43711",293,OPEN,2014-01-30
"Hagerstown, MD",495 Premium Outlets Blvd,Hagerstown,MD,21740,USA,6,,"39.605859, -77.733324",164,OPEN,2014-01-23
"Kingman, AZ",789 W Beale St,Kingman,AZ,86401,USA,6,120,"35.191331, -114.065592",1025,OPEN,2014-01-22
"Moab, UT",16 South Main St,Moab,UT,84511,USA,4,,"38.573122, -109.552368",1224,OPEN,2014-01-22
"Cheyenne, WY",1400 Dell Range Blvd,Cheyenne,WY,82009,USA,4,,"41.161085, -104.804955",1859,OPEN,2014-01-20
"Lumberton, NC",5093 Fayetteville Road,Lumberton,NC,28358,USA,8,150,"34.667629, -79.002343",40,OPEN,2014-01-17
"Holbrook, AZ",2096 Navajo Blvd,Holbrook,AZ,86025,USA,4,120,"34.922962, -110.145558",1596,OPEN,2014-01-15
"Savannah, GA",400 Airways Ave,Savannah,GA,31408,USA,8,125,"32.135507, -81.212767",6,OPEN,2014-01-15
"Albert Lea, MN",811 East Plaza St,Albert Lea,MN,56007,USA,4,,"43.68606, -93.357721",383,OPEN,2014-01-15
"Macedonia, OH",8210 Macedonia Commons Blvd,Macedonia,OH,44056,USA,6,,"41.313663, -81.517018",296,OPEN,2014-01-15
"Maumee, OH",1391 Conant Street,Maumee,OH,43537,USA,8,150,"41.57835, -83.66465",192,OPEN,2014-01-13
"Blanding, UT",12 N Grayson Pkwy,Blanding,UT,84511,USA,4,,"37.6255534, -109.47384199999999",1849,OPEN,2014-01-13
"Madison, WI",89 E Towne Mall,Madison,WI,53704,USA,3,120,"43.12669, -89.306896",267,OPEN,2014-01-13
"Grand Junction, CO",2420 U.S. 6,Grand Junction,CO,81505,USA,6,,"39.090758, -108.604325",1386,OPEN,2014-01-10
"Farmington, NM",4200 Sierra Vista Dr,Farmington,NM,87402,USA,4,120,"36.766371, -108.144047",1673,OPEN,2014-01-10
"Somerset, PA",1030 N Center Ave,Somerset,PA,15501,USA,6,150,"40.017383, -79.077117",641,OPEN,2014-01-10
"Flagstaff, AZ",2650 S Beulah Blvd,Flagstaff,AZ,86001,USA,12,150,"35.174272, -111.66328",2106,OPEN,2014-01-10
"Gallup, NM",111 Twin Buttes Rd,Gallup,NM,87301,USA,4,120,"35.505278, -108.828094",1970,OPEN,2014-01-07
"East Greenwich, RI",1000 Division St,East Greenwich,RI,2818,USA,8,,"41.660517, -71.497242",73,OPEN,2014-01-06
"La Crosse, WI",2845 Midwest Dr,Onalaska,WI,54650,USA,6,120,"43.879042, -91.188428",219,OPEN,2014-01-05
"St. Augustine, FL","2700 State Road 16, Suite 200",St. Augustine,FL,32092,USA,6,,"29.924286, -81.416018",14,OPEN,2014-01-03
"Murdo, SD",302 W 5th St,Murdo,SD,57559,USA,4,,"43.886915, -100.716887",691,OPEN,2013-12-31
"Santee, SC",114 Bradford Blvd,Santee,SC,29142,USA,8,150,"33.485858, -80.475763",39,OPEN,2013-12-27
"JFK Airport, NY",150th Ave and 147th St,Queens,NY,11430,USA,4,,"40.66319, -73.793192",3,OPEN,2013-12-23
"Detroit Lake, OR",210 D Street,Detroit,OR,97342,USA,6,,"44.737025, -122.152108",492,OPEN,2013-12-23
"Ellensburg, WA",1620 Canyon Rd,Ellensburg,WA,98926,USA,5,,"46.976918, -120.54162",454,OPEN,2013-12-23
"Lusk, WY",730 S Main St,Lusk,WY,82225,USA,4,,"42.75625, -104.45267",1529,OPEN,2013-12-19
"Vacaville, CA",321 Nut Tree RD,Vacaville,CA,95687,USA,16,150,"38.366645, -121.958136",34,OPEN,2013-12-19
"Mitchell, SD",1305 W Havens St,Mitchell,SD,57301,USA,6,120,"43.701129, -98.04449999999997",410,OPEN,2013-12-18
"Worthington, MN",1290 Ryan's Rd,Worthington,MN,56187,USA,6,120,"43.63385, -95.595647",478,OPEN,2013-12-11
"Mishawaka, IN",6501 Grape Rd,Mishawaka,IN,46545,USA,6,120,"41.7174, -86.1887",234,OPEN,2013-12-11
"Angola, IN",3855 Indiana Rte 127,Angola,IN,46703,USA,6,120,"41.699048, -85.000326",329,OPEN,2013-12-09
"Mauston, WI",640 Mc Evoy St,Mauston,WI,53948,USA,6,125,"43.795551, -90.059358",265,OPEN,2013-12-09
"St. Joseph, MI",3260 Niles Rd,St. Joseph,MI,49085,USA,8,120,"42.056357, -86.456352",210,OPEN,2013-11-26
"Rapid City, SD",2200 N Maple Ave,Rapid City,SD,57701,USA,4,,"44.105601, -103.212569",1006,OPEN,2013-11-25
"Huntsville, TX",148 Interstate 45,Huntsville,TX,77340,USA,6,150,"30.716158, -95.565944",123,OPEN,2013-11-20
"Folsom - Iron Point Road, CA",13000 Folsom Blvd,Folsom,CA,95630,USA,4,,"38.64258, -121.18806",63,OPEN,2013-11-19
"Corsicana, TX",2035 Interstate 45 Frontage Rd,Corsicana,TX,75109,USA,10,150,"32.068577, -96.448229",132,OPEN,2013-11-15
"Quartzsite, AZ",1451 W Main St,Quartzsite,AZ,85346,USA,8,150,"33.661314, -114.242174",280,OPEN,2013-11-14
"Rocky Mount, NC",651 N Winstead Avenue,Rocky Mount,NC,27804,USA,8,120,"35.972874, -77.84687",40,OPEN,2013-11-08
"Springfield, OR",919 Kruse Way,Springfield,OR,97477,USA,14,150,"44.082605, -123.037471",133,OPEN,2013-11-02
"Glen Allen, VA",9860 Brook Rd,Glen Allen,VA,23059,USA,20,,"37.669832, -77.461419",49,OPEN,2013-10-24
"Mt. Shasta, CA",111 Morgan Way,Mt. Shasta,CA,96067,USA,4,,"41.310233, -122.317278",1066,OPEN,2013-10-23
"Grants Pass, OR",1900 NW 6th St,Grants Pass,OR,97526,USA,8,150,"42.460883, -123.324124",335,OPEN,2013-10-22
"Corning, CA",950 Hwy 99,Corning,CA,96021,USA,6,150,"39.926454, -122.198393",87,OPEN,2013-10-18
"Burlington, NC",1080 Piper Ln,Burlington,NC,27215,USA,8,120,"36.07079, -79.511211",197,OPEN,2013-10-16
"Columbus, TX",2535 Texas 71,Columbus,TX,78934,USA,6,120,"29.690062, -96.537725",57,OPEN,2013-10-07
"Silverthorne, CO",309 Rainbow Dr,Silverthorne,CO,80498,USA,8,,"39.631457, -106.070816",2670,OPEN,2013-10-03
"Glenwood Springs, CO",125 Wulfsohn Rd,Glenwood Springs,CO,81601,USA,6,,"39.55268, -107.340168",1762,OPEN,2013-09-17
"Port Orange, FL",5302 S Williamson Blvd,Port Orange,FL,32128,USA,6,,"29.108566, -81.034569",7,OPEN,2013-09-13
"Rockford, IL",7200 Harrison Ave,Rockford,IL,61112,USA,8,150,"42.243896, -88.978877",238,OPEN,2013-09-12
"Waco, TX",701 Interstate 35,Bellmead,TX,76705,USA,10,150,"31.58224, -97.10915",124,OPEN,2013-09-07
"Woodburn, OR",255 N Arney Rd,Woodburn,OR,97071,USA,8,150,"45.15313, -122.881254",56,OPEN,2013-08-28
"San Marcos, TX",3939 Interstate 35,San Marcos,TX,78666,USA,12,150,"29.827692, -97.979677",202,OPEN,2013-08-17
"Fremont, CA",45500 Fremont Blvd,Fremont,CA,94538,USA,12,250,"37.492754, -121.944796",7,OPEN,2013-08-16
"Fort Myers, FL",9903 Gulf Coast Main St,Fort Myers,FL,33913,USA,8,,"26.48564, -81.787136",6,OPEN,2013-07-25
"Port St. Lucie, FL",1701 NW Peacock Blvd,Port St. Lucie,FL,34986,USA,8,,"27.313023, -80.406688",8,OPEN,2013-07-24
"Centralia, WA",1200 Lum Rd,Centralia,WA,98531,USA,20,150,"46.729732, -122.977454",56,OPEN,2013-07-17
"Buellton, CA",555 McMurray Rd,Buellton,CA,93427,USA,10,150,"34.61456, -120.188387",114,OPEN,2013-07-13
"Burlington, WA",9384 Old Highway 99,Burlington,WA,98233,USA,8,150,"48.509772, -122.338625",7,OPEN,2013-07-13
"Atascadero, CA",6950 El Camino Real,Atascadero,CA,93422,USA,8,,"35.48656, -120.66633",262,OPEN,2013-07-03
"Normal, IL",Uptown Station Parking Deck 11 Uptown Circle,Normal,IL,61761,USA,8,150,"40.508497, -88.985575",236,OPEN,2013-06-26
"Darien, CT (south)",I-95 South after exit 10,Darien,CT,6820,USA,4,,"41.067299, -73.504926",18,OPEN,2013-06-19
"Darien, CT (north)",Connecticut Welcome Center,Darien,CT,6820,USA,14,250,"41.080321, -73.461365",17,OPEN,2013-06-19
"Newark, DE",530 JFK Memorial Hwy,Newark,DE,19725,USA,12,,"39.6635, -75.69017",18,OPEN,2012-12-21
"Milford, CT (north)",1 CT Turnpike N,Milford,CT,6460,USA,2,,"41.245814, -73.008988",19,OPEN,2012-12-16
"Milford, CT (south)",1 CT Turnpike S,Milford,CT,6460,USA,2,,"41.246232, -73.010529",19,OPEN,2012-12-16
"Hawthorne, CA",1 Rocket Rd,Hawthorne,CA,90250,USA,12,250,"33.921068, -118.330054",18,OPEN,2012-11-19
"Barstow, CA",2812 Lenwood Rd,Barstow,CA,92311,USA,16,150,"34.849129, -117.085446",725,OPEN,2012-11-19
"Gilroy, CA",681 Leavesley Rd,Gilroy,CA,95020,USA,16,150,"37.02493, -121.56542",63,OPEN,2012-11-19
"Harris Ranch, CA",24505 W Dorris Ave,Coalinga,CA,93210,USA,18,150,"36.25415, -120.237896",139,OPEN,2012-11-19
"Tejon Ranch, CA",5602 Dennis McCarthy Dr,Lebec,CA,93243,USA,24,150,"34.98734, -118.94623",337,OPEN,2012-11-19
"Highland Park (SC), IL",1200 Old Skokie Road,Highland Park,IL,60035,USA,4,,"42.17434, -87.816626",195,CLOSED_PERM,
"Buena Park - Beach Blvd, CA",6911 Brenner Ave,Buena Park,CA,90621,USA,24,72,"33.86044, -117.996347",23,CONSTRUCTION,
