name,address,city,state,zip,country,num_stalls,power,lat_lon,elevation,status,open_date
"Fremont - Factory #2, CA",45500 Fremont Blvd,Fremont,CA,94538,USA,40,,"37.492162, -121.946186",6,PERMIT,
"Woodland, CA",2185 Bronze Star Dr,Woodland,CA,95776,USA,12,,"38.671368, -121.723893",11,PERMIT,
"Heyburn, ID",E 5th St N,Heyburn,ID,83336,USA,8,250,"42.56159, -113.790261",1264,CONSTRUCTION,
"Elizabeth, NJ",651 Kapkowski Road,Elizabeth,NJ,7201,USA,16,250,"40.659304, -74.173692",5,CONSTRUCTION,
"Warsaw, NC",2676 W Nc 24 Hwy,Warsaw,NC,28398,USA,6,150,"34.994272, -78.136679",47,CLOSED_PERM,
"Santa Barbara, CA",3943 State St,Santa Barbara,CA,93105,USA,8,,"34.440227, -119.753359",61,PERMIT,
"Paso Robles, CA",2449 Golden Hill Rd,Paso Robles,CA,93446,USA,12,,"35.646278, -120.658333",242,PERMIT,
"Springfield - Morris Ave, NJ",697 Morris Tpke,Springfield,NJ,7081,USA,8,250,"40.717706, -74.329462",53,CONSTRUCTION,
"San Jose - Gould Center, CA",3096 Tuers Rd,San Jose,CA,95121,USA,20,250,"37.300551, -121.825198",48,CONSTRUCTION,
"National Harbor - National Plaza, MD",120 Waterfront Street,Oxon Hill,MD,20745,USA,12,120,"38.785823, -77.015745",8,CLOSED_PERM,
"Lakeland, FL",4320 US Hwy 98 N,Lakeland,FL,33809,USA,8,,"28.0979989, -81.9746033",60,PERMIT,
"Bothell, WA",19128 112th Ave NE,Bothell,WA,98011,USA,12,72,"47.76760644, -122.19171166",24,CONSTRUCTION,
"Bethel, ME",211 Mayville Rd,Bethel,ME,4217,USA,6,120,"44.424871, -70.796608",197,PERMIT,
"Wall Township, NJ",1310 NJ-34,Wall Township,NJ,7727,USA,8,,"40.216192, -74.125599",30,PERMIT,
"Lisbon, CT",160 River Rd,Lisbon,CT,6351,USA,12,,"41.585421, -71.991114",39,PERMIT,
"Windsor, CA",8852 Lakewood Dr,Windsor,CA,95492,USA,12,,"38.549856, -122.805465",39,PERMIT,
"Turlock, CA",3000 Countryside Dr,Turlock,CA,95380,USA,8,,"37.520397, -120.879689",32,PERMIT,
"Old Lyme, CT",90 Halls Rd,Old Lyme,CT,6371,USA,8,,"41.322754, -72.337523",9,PERMIT,
"King of Prussia, PA","Orange Garage, King of Prussia Mall",King of Prussia,PA,19406,USA,8,,"40.089415, -75.390259",49,PERMIT,
"Seekonk, MA",101 Commerce Way,Seekonk,MA,2771,USA,12,,"41.793749, -71.323876",14,PERMIT,
"Augusta - Washington Crossing, GA",2999 Washington Rd,Augusta,GA,30909,USA,40,,"33.512216, -82.040714",77,PERMIT,
"Woburn - Commerce Way, MA",101 Commerce Way,Woburn,MA,1801,USA,12,250,"42.518374, -71.135476",23,PERMIT,
"Hartford - Leibert Rd, CT",195 Leibert Rd,Hartford,CT,6120,USA,12,120,"41.788236, -72.65582",7,CONSTRUCTION,
"Freehold, NJ",909 NJ-33,Freehold,NJ,7728,USA,8,,"40.238319, -74.228021",43,CONSTRUCTION,
"Irvine - Main St, CA",1970 Main St,Irvine,CA,92614,USA,8,,"33.684357, -117.851746",11,PERMIT,
"Vienna, VA",465 Maple Ave W,Vienna,VA,22180,USA,8,250,"38.895195, -77.273938",120,CONSTRUCTION,
"Stockton, CA",2323 Grand Canal Blvd,Stockton,CA,95207,USA,12,250,"37.984978, -121.335924",3,CONSTRUCTION,
"Montecito, CA",1595 S Jameson Ln,Santa Barbara,CA,93108,USA,8,,"34.420561, -119.627239",3,PERMIT,
"Sioux City, IA",4500 Sergeant Rd,Sioux City,IA,51106,USA,8,,"42.445536, -96.348549",381,PERMIT,
"Gilroy - Gilroy Crossing, CA",6705 Camino Arroyo,Gilroy,CA,95020,USA,20,,"37.000817603650134, -121.5543383359",57,PERMIT,
"Bethesda - Montgomery Mall East, MD",7101 Democracy Blvd,Bethesda,MD,20817,USA,12,,"39.023881, -77.143782",93,PERMIT,
"Bethesda - Montgomery Mall West, MD",7101 Democracy Blvd,Bethesda,MD,20817,USA,12,,"39.025087, -77.148335",94,PERMIT,
"Phillipsburg, NJ",1300 Rt 22,Phillipsburg,NJ,8865,USA,8,,"40.675218, -75.141538",111,PERMIT,
"Huntington Beach, CA",7777 Edinger Ave,Huntington Beach,CA,92647,USA,12,,"33.733239, -117.99457",8,PERMIT,
"Brighton, CO",5112 E Bromley Ln,Brighton,CO,80603,USA,8,,"39.971722, -104.748972",1550,CONSTRUCTION,
"Bismarck, ND",999 W Century Ave,Bicmarck,ND,58503,USA,8,,"46.832972, -100.807222",557,CONSTRUCTION,
"Pembina, ND",700 W Stutsman St,Pembina,ND,58271,USA,8,,"48.970083, -97.253921",241,PERMIT,
"Santa Monica, CA",1401 Santa Monica Blvd,Santa Monica,CA,90404,USA,16,,"34.024585, -118.485771",41,PERMIT,
"Olema, CA",10005 Coastal Hwy,Olema,CA,94950,USA,6,150,"38.040224, -122.788345",18,PERMIT,
"El Cerrito, CA",180 El Cerrito Plz,El Cerrito,CA,94530,USA,8,72,"37.898575, -122.30073",10,CONSTRUCTION,
"Bellevue (SC), WA",14408 NE 20th St,Bellevue,WA,98007,USA,2,72,"47.629447, -122.148203",75,CLOSED_PERM,
"Grand Forks, ND",3601 32nd Ave S,Grand Forks,ND,58201,USA,6,150,"47.887974436939366, -97.08076357841",254,PERMIT,
"Fort Worth - Monahans Ave, TX",5128 Monahans Ave,Fort Worth,TX,76109,USA,10,,"32.710767, -97.399506",179,PERMIT,
"Beverly, MA",55 Dodge St,Beverly,MA,1915,USA,10,,"42.576861, -70.89",14,PERMIT,
"Deptford, NJ",1750 Deptford Center Rd,Deptford,NJ,8096,USA,12,,"39.833413, -75.097737",15,CONSTRUCTION,
"Dickinson, ND",1681 3rd Ave W,Dickinson,ND,58601,USA,8,,"46.901222, -102.790822",758,CONSTRUCTION,
"Escanaba, MI",505 N 26th St,Escanaba,MI,49829,USA,10,,"45.750735, -87.087484",194,PERMIT,
"Tysons, VA",1961 Chain Bridge Rd,Tysons,VA,22102,USA,10,,"38.915295, -77.224923",144,PERMIT,
"Jamestown, ND",2400 8th Ave SW,Jamestown,ND,58401,USA,8,,"46.88465891260407, -98.719555735588",447,CONSTRUCTION,
"Sault Ste. Marie, MI",1138 W. 3 Mile Rd,Sault Ste. Marie,MI,49783,USA,8,,"46.463553, -84.386795",222,PERMIT,
"Las Vegas - North Premium Outlets, NV",Las Vegas North Premium Outlets,Las Vegas,NV,89106,USA,8,250,"36.165908, -115.158343",622,CONSTRUCTION,
"San Jose (South), CA",5630 Cottle Rd,San Jose,CA,95123,USA,14,,"37.250017, -121.802656",57,PERMIT,
"Marin City, CA",190 Donahue St,Sausalito,CA,94965,USA,12,72,"37.872835, -122.510499",3,CONSTRUCTION,
"Katy, TX",25675 Nelson Way,Katy,TX,77494,USA,12,150,"29.774658, -95.821859",42,CONSTRUCTION,
"Beltsville, MD","2324, 10515 Baltimore Ave",Beltsville,MD,20705,USA,8,,"39.026912, -76.917182",46,PERMIT,
"Dublin - Fallon Gateway, CA",2800 Dublin Blvd,Dublin,CA,94568,USA,14,,"37.703993, -121.852249",109,CONSTRUCTION,
"Portage, MI",5121 S Westnedge Ave,Portage,MI,49002,USA,8,250,"42.242426438302516, -85.58839380741",262,PERMIT,
"Montauk, NY",95 Carl Fisher Plaza,Montauk,NY,11954,USA,8,250,"41.035822, -71.943868",6,PERMIT,
"Woodrow Wilson - Northbound, NJ",Woodrow Wilson Service Area,Hamilton Township,NJ,8620,USA,8,250,"40.176381, -74.62899",30,PERMIT,
"Superior (SC), CO",2 S Marshall Rd,Superior,CO,80027,USA,8,250,"39.9548017, -105.1646291",1669,PERMIT,
"Richard Stockton - Southbound, NJ",Richard Stockton Service Area,Trenton,NJ,8691,USA,8,250,"40.178119, -74.630556",31,PERMIT,
"Ontario, OR",243 NE East Ln,Ontario,OR,97914,USA,8,250,"44.025818, -116.942521",655,CONSTRUCTION,
"Walt Whitman - Southbound, NJ",Walt Whitman Service Area,Cherry Hill,NJ,8034,USA,8,250,"39.885339, -75.002825",20,PERMIT,
"Clara Barton - Southbound, NJ",Clara Barton Service Area,Pedricktown,NJ,8067,USA,8,250,"39.698082, -75.396852",14,PERMIT,
"Mount Pleasant, IA",1700 E Washington St,Mount Pleasant,IA,52641,USA,8,,"40.9615205, -91.5284488",219,PERMIT,
"Reston, VA",1904 Reston Station Blvd,Reston,VA,20190,USA,8,250,"38.949021428, -77.3397105",120,CONSTRUCTION,
"Centennial, CO",9535 E County Line Rd,Englewood,CO,80112,USA,12,250,"39.5672182, -104.8779278",1776,CONSTRUCTION,
"Waterloo, IA",1422 Flammang Dr,Waterloo,IA,50702,USA,8,,"42.459058, -92.327889",264,PERMIT,
"Collinsville, IL",217 N Bluff Rd,Collinsville,IL,62234,USA,8,250,"38.67344, -90.013486",133,PERMIT,
"Millersville, MD",8198 Veterans Hwy,Millersville,MD,21108,USA,8,250,"39.1161667, -76.6352778",30,PERMIT,
"Flossmoor, IL",3800 Vollmer Rd,Flossmoor,IL,60422,USA,10,,"41.529391, -87.709287",212,CONSTRUCTION,
"San Francisco - Van Ness Ave, CA",601 Van Ness Ave,San Francisco,CA,94102,USA,12,,"37.781296, -122.421394",26,PERMIT,
"Elk Grove, CA",8469 Elk Grove Blvd,Elk Grove,CA,95758,USA,12,250,"38.409389, -121.391028",11,CONSTRUCTION,
"Los Altos, CA",4800 El Camino Real,Los Altos,CA,94022,USA,16,72,"37.39889463423229, -122.11068212985",24,CONSTRUCTION,
"Greenbrae, CA","Bon Air Center, Sir Francis Drake Blvd",Greenbrae,CA,94904,USA,14,72,"37.944776, -122.522706",4,CONSTRUCTION,
"Washington, PA",331 Washington Rd,Washington,PA,15301,USA,8,250,"40.1873056, -80.2293889",324,CONSTRUCTION,
"James Fenimore Cooper - Northbound, NJ",James Fenimore Cooper Service Area,Mount Laurel,NJ,8054,USA,8,250,"39.980902, -74.888113",14,PERMIT,
"John Fenwick - Northbound, NJ",John Fenwick Service Area,Pedricktown,NJ,8067,USA,8,250,"39.696093, -75.395823",14,PERMIT,
"Kremmling, CO",605 Park Ave,Kremmling,CO,80459,USA,8,250,"40.059133, -106.388028",2247,PERMIT,
"South Riding, VA",25451 Lizzie Center Drive,South Riding,VA,20152,USA,8,250,"38.9137222, -77.4869722",95,CONSTRUCTION,
"Ashland, NH",158 Main St,Ashland,NH,3217,USA,8,250,"43.698101, -71.640119",163,PERMIT,
"Seattle - Ballard Way, WA",1416 NW Ballard Way,Seattle,WA,98107,USA,8,72,"47.662639, -122.374975",9,PERMIT,
"Minneapolis, MN",1600 New Brighton Blvd,Minneapolis,MN,55413,USA,8,,"45.004609, -93.229542",265,PERMIT,
"Glendive, MT",1919 N Merrill Ave,Glendive,MT,59330,USA,8,,"47.127042, -104.694456",642,CONSTRUCTION,
"Oakland - Jack London Sq., CA",255 2nd St,Oakland,CA,94607,USA,12,,"37.794153, -122.272578",4,PERMIT,
"Visalia, CA",6610 Betty Dr,Visalia,CA,93291,USA,24,,"36.353167, -119.426384",86,PERMIT,
"Nashville - Old Hickory Blvd, TN",780 Old Hickory Blvd,Nashville,TN,37027,USA,12,250,"36.042377, -86.777844",214,PERMIT,
"Washington - Market St NE, DC",2438 Market St NE,Washington DC,DC,20018,USA,12,250,"38.92225, -76.953333",30,CONSTRUCTION,
"Lincoln, CA",950 Groveland Ln,Lincoln,CA,95648,USA,8,250,"38.869969245376666, -121.3031870126",44,CONSTRUCTION,
"Helena, MT",3120 Queen Annes St,Helena,MT,59602,USA,8,250,"46.618568, -112.007278",1160,CONSTRUCTION,
"Miles City, MT",1815 S Haynes Ave,Miles City,MT,59301,USA,8,,"46.390475, -105.823359",732,CONSTRUCTION,
"Bishop, CA",151 S Warren St,Bishop,CA,93514,USA,12,,"37.36063, -118.396567",1263,PERMIT,
"South Sacramento, CA",4700 Freeport Blvd,Sacramento,CA,95822,USA,8,,"38.533691, -121.4961",6,CONSTRUCTION,
"Hudson, WI",2351 Coulee Rd,Hudson,WI,54016,USA,8,,"44.96446392129554, -92.725435495376",259,PERMIT,
"Chula Vista, CA",910 Eastlake Pkwy,Chula Vista,CA,91915,USA,12,250,"32.649168, -116.9676",168,CONSTRUCTION,
"Great Falls, MT",2301 14th St SW,Great Falls,MT,59404,USA,8,,"47.48295, -111.337681",1023,CONSTRUCTION,
"Oakland - Hegenberger Rd, CA",640 Hegenberger Rd,Oakland,CA,94621,USA,16,250,"37.746403, -122.195614",4,CONSTRUCTION,
"San Jose - Holger Way, CA",95 Holger Wy,San Jose,CA,95134,USA,14,72,"37.417281, -121.956897",3,CONSTRUCTION,
"Palm Coast, FL",Bulldog Drive and State Road 100,Palm Coast,FL,32164,USA,8,,"29.475857757975774, -81.20644211769",9,PERMIT,
"Farmville, VA",2016 S Main St.,Farmville,VA,23901,USA,8,250,"37.27217454798705, -78.401913642883",137,CONSTRUCTION,
"Adelanto, CA",12059 Cactus Rd,Adelanto,CA,92301,USA,16,,"34.535312, -117.400374",918,PERMIT,
"Casper, WY",6801 E Nugget,Evansville,WY,82636,USA,8,250,"42.846691, -106.214485",1570,CONSTRUCTION,
"Santa Ana - E 5th St, CA",300 E 5th St,Santa Ana,CA,92701,USA,20,72,"33.748796, -117.866115",37,PERMIT,
"Kalispell, MT",55N 1st Ave E N,Kalispell,MT,59901,USA,8,250,"48.20141, -114.312037",902,PERMIT,
"North Wales, PA",593 DeKalb Pike,North Wales,PA,19454,USA,8,250,"40.219368, -75.247004",142,PERMIT,
"Winter Garden, FL",13501 W Colonial Dr,Winter Garden,FL,34787,USA,8,250,"28.551646, -81.584416",39,PERMIT,
"Woodcliff Lake, NJ",441 Chestnut Ridge Rd,Woodcliff Lake,NJ,7677,USA,8,,"41.041382, -74.073874",128,PERMIT,
"Shelby, MT",441 11th Ave N,Shelby,MT,59474,USA,8,250,"48.511406, -111.86951",1005,PERMIT,
"Seattle - Northgate, WA",401 NE Northgate Way,Seattle,WA,98125,USA,8,,"47.703841, -122.327949",85,PERMIT,
"Salem, OR",3790 Center St NE,Salem,OR,97301,USA,8,,"44.9389404, -122.9879187",64,PERMIT,
"Irvine - Walnut Ave, CA",5406 Walnut Ave,Irvine,CA,92604,USA,8,,"33.689828, -117.769439",47,PERMIT,
"Panama City Beach, FL",14100 Panama City Beach Parkway,Panama City Beach,FL,32413,USA,8,,"30.211432, -85.849367",9,PERMIT,
"Nottingham, MD",5361 Nottingham Dr.,White Marsh,MD,21236,USA,8,250,"39.373985, -76.443133",22,CONSTRUCTION,
"Simi Valley, CA",51 Tierra Rejada Road,Simi Valley,CA,93065,USA,12,,"34.272506, -118.796718",221,CONSTRUCTION,
"Aspen Park, CO",25637 Conifer Rd,Conifer,CO,80433,USA,8,250,"39.544083, -105.289972",2465,CONSTRUCTION,
"Falls Church, VA",7501 Leesburg Pike,Falls Church,VA,22043,USA,8,,"38.902839, -77.2042",112,CONSTRUCTION,
"San Francisco - Geary Blvd, CA",2675 Geary Blvd,San Francisco,CA,94118,USA,34,,"37.781806, -122.446146",94,PERMIT,
"Gilman, IL",1043 South Crescent Street,Gilman,IL,60938,USA,8,250,"40.752202, -87.996464",199,CLOSED_TEMP,
"Denver - University Hills, CO",2780 S Colorado Blvd,Denver,CO,80222,USA,16,,"39.666202, -104.936889",1652,PERMIT,
"Chicago - O’Hare Intl. Airport, IL",10909–10929 W Higgins Rd,Chicago,IL,60666,USA,14,150,"41.99870660096533, -87.888457775115",195,CONSTRUCTION,
"Sealy, TX",6701 US Hwy 90,Sealy,TX,77474,USA,8,,"29.742861050300064, -96.3310432434",73,PERMIT,
"Los Angeles - Alameda St, CA",777 Alameda St,Los Angeles,CA,90021,USA,16,,"34.033502, -118.240852",74,PERMIT,
"Dahlgren, VA",17188 Owens Dr,King George,VA,22485,USA,8,,"38.353093, -77.049026",7,PERMIT,
"Veedersburg, IN",1020 E Second Street,Veedersburg,IN,47987,USA,8,,"40.11273, -87.248021",189,PERMIT,
"Cerritos, CA",239 Los Cerritos Center,Cerritos,CA,90703,USA,12,72,"33.8643904, -118.0915723",17,CONSTRUCTION,
"Rutland, VT",194 Woodstock Ave,Rutland,VT,5701,USA,6,,"43.617562, -72.957208",206,PERMIT,
"Hawthorne - W 120th St, CA",2700 W 120th St,Hawthorne,CA,90250,USA,16,250,"33.923198, -118.322218",21,CONSTRUCTION,
"Water Mill, NY",760 Montauk Hwy,Water Mill,NY,11976,USA,8,250,"40.91200856, -72.35296905",6,PERMIT,
"Tacna, AZ",9250 South Ave 40E,Tacna,AZ,95352,USA,8,250,"32.690622, -113.953578",112,CLOSED_TEMP,
"Florence, KY",4990 Houston Rd,Florence,KY,41042,USA,12,250,"39.012335, -84.639109",274,PERMIT,
"Pittsburgh, PA",5550 Centre Ave,Pittsburgh,PA,15232,USA,8,72,"40.456432, -79.934125",270,CONSTRUCTION,
"Palmdale, CA",1233 Rancho Vista Blvd,Palmdale,CA,93551,USA,14,,"34.606207, -118.151386",815,CONSTRUCTION,
"Santa Cruz, CA",911 Soquel Ave,Santa Cruz,CA,95062,USA,8,,"36.978635227811466, -122.0139670372",23,CONSTRUCTION,
"Hannibal, MO",4215 McMasters Ave,Hannibal,MO,63401,USA,10,,"39.718683, -91.392383",180,PERMIT,
"Draper, UT",208 E 12300 St,Draper,UT,84020,USA,12,250,"40.526531, -111.88591",1351,PERMIT,
"Millstone, NJ",548 Monmouth Rd,Millstone,NJ,8510,USA,8,250,"40.15767, -74.430151",47,PERMIT,
"Hillsboro, OR",18101 NW Evergreen Pkwy,Hillsboro,OR,97006,USA,12,250,"45.538579, -122.866166",70,PERMIT,
"Baltimore - Canton, MD",3779 Boston St,Baltimore,MD,21224,USA,8,,"39.274972, -76.563528",9,CONSTRUCTION,
"Marquette, MI",3630 US-41,Marquette,MI,49855,USA,8,,"46.552283, -87.469461",303,PERMIT,
"Modesto, CA",3900 Sisk Rd,Modesto,CA,95356,USA,8,250,"37.694343, -121.064215",22,CONSTRUCTION,
"Bellevue, WA",10333 NE 1st St,Bellevue,WA,98004,USA,8,72,"47.610717, -122.202226",28,CONSTRUCTION,
"Brownsville, TX",2155 Paredes Line Road,Brownsville,TX,78521,USA,8,250,"25.95011501991807, -97.488512992858",8,PERMIT,
"Highland Park, IL",2099 Skokie Valley Rd,Highland Park,IL,60035,USA,12,250,"42.191936, -87.826741",195,PERMIT,
"Minnetonka, MN",13201 Ridgedale Dr,Minnetonka,MN,55305,USA,8,,"44.9698145, -93.4478659",294,PERMIT,
"East Louisville, KY",4100 Towne Center Dr,Louisville,KY,40241,USA,8,,"38.299, -85.556056",211,CONSTRUCTION,
"Big Sky, MT",145 Town Center Ave,Gallatin Gateway,MT,59730,USA,8,150,"45.2606761, -111.3062058",1920,CONSTRUCTION,
"Fresno - River Park, CA",7965 N Blackstone Ave,Fresno,CA,93720,USA,8,,"36.85085698, -119.79142427",108,PERMIT,
"Lacey, WA",655 Sleater Kinney Rd SE,Lacey,WA,98503,USA,8,,"47.0427557461906, -122.836407423019",64,PERMIT,
